pkg_name,avg_issue_till_closed,avg_pr_till_closed,avg_issue_open_time,avg_pr_open_time
@types/isomorphic-fetch,,,,
babel-plugin-transform-async-to-bluebird,20.55,36.81,67333.53,
css-to-react-native,73.53,130.45,15478.97,18703.07
express-winston,566.78,227.94,52969.63,47163.19
react-native-vector-icons,10231.43,709.66,4978.07,2946.14
selectn,3238.88,366.24,63462.78,38436.10
babel-preset-bluebird,0.13,,,
capture-exit,55.62,383.20,78977.69,32653.64
sort-object-keys,59.18,82.89,50174.40,
jsonp,6267.36,1320.06,73433.94,65202.64
string.prototype.endswith,1.91,44198.27,104776.88,
flow-parser,18216.07,184.23,70463.18,60537.06
re-emitter,6301.60,175.56,,49139.71
handlebars-layouts,72.76,625.54,50121.41,
express-http-proxy,635.85,42.21,61816.16,39410.91
react-autowhatever,179.71,667.98,69349.27,61453.14
atom-linter,248.63,35.66,58052.15,47010.97
vuex,32.70,112.21,41162.63,29826.30
column-layout,1172.28,205.23,81492.58,
rework-plugin-url,8.26,4592.47,85370.71,69167.54
luminati-proxy,,,,
deathbycaptcha2,8302.78,195.84,35830.33,59197.37
rework-plugin-function,0.83,27.11,99194.89,93272.05
tunnel,2548.87,2342.46,50728.54,47878.02
koa-send,660.27,171.79,53818.28,58410.68
jasmine-jquery,1713.78,565.55,89582.17,92316.33
deasync,58.84,29.55,51275.08,69177.16
cubic2quad,292.46,191.79,,16936.44
sw-precache-webpack-plugin,169.28,235.70,68089.08,
appium-xcode,36.83,55.84,,
podium,18.15,51.95,25148.59,
use,4258.11,156.38,83822.66,62835.39
json-content-demux,2357.94,,,
max-timeout,,1.04,,
fast-json-patch,2183.07,663.13,51547.19,27082.66
webpack-dashboard,687.01,47.96,67287.19,27183.71
statsd-client,11079.28,46.80,,
shallow-equal,18034.71,1362.36,,32679.63
eslint-config-xo,409.97,30.43,,2547.16
npm-keyword,18.16,28.85,,
less-plugin-autoprefix,865.82,145.57,68946.22,47135.74
@ionic/cli-utils,1859.85,116.13,51108.20,17500.94
memdown,532.28,18.50,,
ext-list,1377.38,69.12,,
contentstream,,28.00,73606.97,86673.37
lodash._baseslice,2.81,27.85,10904.62,7961.15
cache-base,4306.40,427.33,46392.30,37628.98
codeclimate-test-reporter,4961.03,1296.60,,
react-immutable-proptypes,813.87,584.98,72128.80,39269.24
fast-csv,9071.92,3.41,29465.99,2098.60
complex.js,238.11,495.91,48958.62,
ember-cli-moment-shim,102.67,110.87,23491.58,23474.14
vue-resource,1190.93,796.48,67576.54,47839.28
swagger-converter,1086.19,30.35,,18759.87
gif-encoder,5.06,131.68,105614.35,
anchor,,283.63,,83734.72
babel-istanbul,42.52,22.11,81593.09,
canvas,1787.40,231.01,41217.07,40200.47
section-iterator,,1040.66,,53223.43
gulp-insert,4055.22,4.14,89679.27,51188.95
child-process-promise,119.51,10.85,61996.06,64304.71
unset-value,8934.12,159.16,49418.34,
modernizr,1079.72,249.10,77587.67,69366.40
waterline-criteria,2076.49,413.80,88814.47,83886.88
mqtt-packet,2980.95,38.71,31989.68,18898.20
ember-cli-broccoli,,0.15,,
iconv,83.55,262.38,44410.26,71085.33
@kadira/storybook,,,,
clamp,9786.64,4020.11,78006.14,53729.35
@kadira/storybook-ui,3347.81,68.88,,
spritesheet-templates,43.00,14.83,55455.08,
react-look,,5.35,,
findit2,1.97,0.02,81861.21,
gulp-coffee,354.08,6.29,86471.62,45917.46
pxt-core,,,,
hashmap,1700.10,235.05,28605.96,41911.07
grunt-wiredep,63.43,51.11,79235.90,
tap-out,4903.21,3664.88,68745.19,37701.35
broccoli-unwatched-tree,1930.27,5444.37,,
big-number,3162.26,18.35,46967.25,85401.93
babel-plugin-ava-throws-helper,533.71,60.98,,
openssl-wrapper,4747.84,231.72,66903.97,81794.24
command-line-tool,,,,
help-me,102.30,25.33,,
sinon-as-promised,7.45,4.56,,55117.00
react-static-container,1755.43,1500.76,64944.23,68003.75
asyncbox,9983.23,3.59,,17266.55
qunit-notifications,35.32,96.66,,37417.25
ev-emitter,2689.31,4020.47,,24481.45
soap,25852.67,224.50,2544.79,6806.88
whois,3298.90,465.15,11741.42,
cssmin,3954.99,168.66,83119.27,78104.00
stats-webpack-plugin,1062.61,2291.13,51853.61,47796.22
uglifyify,2935.77,824.32,73141.79,65845.79
lodash.has,2.81,27.85,10904.85,7961.39
broccoli-jshint,44.49,94.05,92252.11,75612.64
sort-object,140.10,100.74,67535.87,
@angular-devkit/build-optimizer,,,,
npmi,91.19,9.45,70940.94,44892.38
is-odd,,74.93,,60432.61
@types/jsonwebtoken,,,,
@google-cloud/storage,321.02,37.49,12154.03,2634.81
create-error,24.73,0.98,87789.24,84897.67
sha1,287.91,1359.37,,
char-spinner,,94.68,101269.02,81322.27
humanize-duration,168.92,64.78,41362.12,49.65
ember-cli-node-assets,8.81,2527.81,74456.17,41591.07
gulp-tap,10528.64,454.34,70714.11,37908.57
unique-concat,,0.47,,
copy-to-clipboard,1488.88,128.91,46131.47,44382.03
string.fromcodepoint,10261.02,29240.92,,
nano,15035.01,197.66,34185.09,26475.05
koa-bodyparser,786.96,92.15,8154.71,1119.42
static-extend,,5076.03,58220.69,
object-copy,,,79797.14,46604.33
google-gax,848.40,30.55,,343.97
copy-descriptor,,,32881.14,
class-utils,1279.14,234.29,,33599.17
css-color-list,,9.88,,
yaml,210.39,99.44,15271.83,2538.29
streamsink,,,,
rcedit,7850.60,24.78,65274.77,
@kadira/storybook-addon-actions,314.51,166.34,79822.43,
ext-name,0.92,4.15,,
the-argv,,,,
jasmine-ajax,1661.96,1110.99,77676.09,
js2xmlparser2,,,,
ionicons,18754.73,1696.23,29534.25,3131.07
postcss-font-family-system-ui,458.56,1.66,36131.42,15873.60
node-balanced,1224.19,896.33,43387.18,77942.94
appium-adb,5814.26,16.99,6055.97,386.09
add-stream,20.53,,62131.33,
safari-launcher,,48.87,,
streamline,94.37,24.65,85644.08,33160.55
isurl,1076.84,5170.48,,
passport-http,200.48,2879.20,87319.31,86247.14
cache-swap,4.06,8.84,87773.51,53222.56
is-os,46.49,,,
s3,114.37,19.42,81119.85,70478.67
postcss-single-charset,262.08,,,
eslint-plugin-jasmine,1768.40,274.53,49241.60,37898.21
applicationinsights,2397.89,50.33,21953.61,
@kadira/storybook-addons,22.49,354.79,80998.20,
brace,534.43,844.00,64168.78,62396.23
pbf,372.37,36.86,55715.28,22940.23
bs58,349.36,15.01,1950.00,
react-error-overlay,,,,
autoprefixer-loader,352.57,14.45,90655.25,73852.97
html-to-text,3353.77,813.37,42373.84,59215.13
@kadira/storybook-addon-links,2838.91,1060.12,,
get-size,25938.18,8400.43,,76485.52
fullname,5133.89,92.10,,
vfile-reporter,234.24,8.43,,
toggle-selection,2597.92,1665.51,39239.60,41682.52
apn,431.12,189.31,50102.84,48270.98
auto-bind,49.68,30.82,,
optimize-css-assets-webpack-plugin,381.29,323.97,52737.63,32484.60
react-responsive-mixin,4923.04,23.00,,
jison,718.80,718.77,88774.94,85307.18
rollup-plugin-json,5249.75,1787.30,,
titleize,34.37,10.45,,
rocambole-token,58.36,18260.16,93326.88,
grunt-contrib-jasmine,3352.73,187.35,46462.84,18966.01
home-dir,,0.34,,
atom-message-panel,4991.67,120.05,70600.13,67677.17
teen_process,2445.23,5.15,,12.04
any-shell-escape,12.29,,59646.16,48969.38
passport-google-oauth,1608.08,3729.34,81964.84,80206.18
eslint-config-standard-react,1303.69,232.66,,
cz-conventional-changelog,1377.64,2115.97,44868.86,23937.19
analytics-node,2347.93,402.33,26443.79,22524.96
extended,,,,
sequelize-cli,4975.69,64.92,43696.41,14608.98
is-extended,,25.11,94156.76,109356.68
postcss-safe-parser,5.04,1.54,54942.02,
detective-es6,9.84,248.77,,436.37
resolve-path,,958.87,7247.79,2867.13
swagger-tools,79.96,31.65,72038.31,70376.13
array-extended,,,101223.16,
superagent-retry,4.67,10790.40,92210.45,68301.89
arguments-extended,,,,
react-lazy-cache,13.57,8214.72,73740.66,
modify-babel-preset,2071.78,128.52,75906.96,64990.86
tween-functions,156.53,145.01,26359.37,
loophole,2525.11,19934.36,96204.73,90346.02
cli-spinner,6586.18,1753.58,53549.69,
caller-id,,,82055.46,25807.03
@types/tapable,,,,
ibrik,2639.74,67.34,100274.34,64515.52
downgrade-root,23389.22,3.96,,
useref,3742.27,136.07,77368.39,
@types/vinyl,,,,
jsdom-global,317.98,726.24,66855.93,59884.70
@types/uuid,,,,
isparta-loader,283.55,27.61,84007.75,80353.05
declare.js,3436.18,,105738.38,62339.52
node-statsd,2166.02,2759.19,74408.25,78410.42
create-thenable,6.44,,,
humanize-string,15902.98,11.59,,
extender,,4.15,,
sb-event-kit,96.17,6.56,58177.92,72967.95
markdown,761.28,644.37,90987.91,98670.03
string.prototype.repeat,49546.42,21.39,47751.33,98873.02
npm-install-checks,5783.61,80.97,,
grunt-bump,1257.76,1310.97,83447.10,82585.36
ebnf-parser,647.92,5373.13,85698.91,74283.69
mathml-tag-names,42.11,5.56,,
object-extended,,,41707.60,
gulp-angular-filesort,1219.05,1615.95,90239.05,68651.99
cli-list,1307.75,209.15,,6740.38
jison-lex,423.15,1235.45,84640.70,74975.84
string-extended,,,36892.99,
json-bigint,7.36,1450.62,33451.01,36269.50
yeoman-test,1364.00,49.84,,2553.90
foxy,1699.62,239.51,87371.80,
file-url,2663.07,2.94,,
yeoman-doctor,3933.02,33.97,80531.83,
@types/handlebars,686.71,193.49,38803.15,23942.19
gulp-streamify,3886.09,1.45,,53225.86
mksnapshot,603.19,1264.08,73494.34,
from2,1.86,3.37,90154.33,65273.28
chai-things,11.72,367.22,84239.69,81900.25
chai-jquery,1005.84,406.87,71557.11,82486.60
vinyl-paths,13.25,115.52,,
node-simctl,865.56,33.65,47581.23,13.28
file-set,0.29,3.20,,3803.25
appium-chromedriver,2484.65,8.40,15601.01,
babel-plugin-react-intl,277.57,41.85,11542.07,2310.86
date-extended,,,96060.43,92018.00
ndarray-ops,53.19,19068.83,65194.87,68660.32
dom5,22896.41,143.07,74663.30,22605.11
lodash.initial,2.81,27.85,10905.43,7961.96
grunt-replace,538.06,62.03,52198.27,88017.91
swagger-ui,871.77,26.43,36532.73,18638.84
root-check,32.65,0.08,,
req-from,7714.88,29.37,39495.10,
react-moment-proptypes,825.99,0.56,64106.99,39142.19
typescript-formatter,278.06,58.48,61242.10,49880.44
oauth2orize,712.98,605.33,85032.45,72828.13
loopback-datasource-juggler,4556.18,44.63,54569.24,12045.30
ember-moment,274.57,70.24,54648.20,21752.47
default-uid,121.01,14.65,,
electron-osx-sign,1344.44,38.42,42190.91,21765.79
yeoman-character,39663.30,1.95,,
waterline-sequel,739.15,42.66,77854.83,86748.44
npm-cache-filename,,4686.01,,
properties,100.59,351.26,88241.76,89888.61
grunt-babel,78.70,1080.36,60355.19,37305.42
react-native-navigation,749.69,37.15,32748.25,1055.79
inject-loader,794.93,1953.79,54716.20,41413.92
cvss,54.98,2935.87,30986.72,45790.63
snapdragon-util,,3381.88,,46520.44
bourbon-neat,622.50,235.47,,
glob-expand,607.97,117.42,71545.52,
unicode-trie,3.76,1481.45,30891.40,35970.70
replaceall,,,69236.40,
table-parser,4885.25,668.37,69442.37,27107.67
faye,540.13,604.08,57631.46,45680.39
lasso-package-root,,,,
snapdragon-node,,5268.66,,
composer-playground,,,,
mobx-react,218.31,56.86,14675.04,16545.79
karma-qunit,1941.22,3597.30,65174.49,375.97
react-day-picker,602.11,39.39,5056.07,2944.89
@angular/upgrade,,,,
gulp-order,6296.15,225.53,88725.17,84956.96
marko-prettyprint,2538.05,108.84,71122.21,64434.25
req-cwd,,33.02,36116.36,
png-js,841.91,1633.51,65835.77,50449.38
lasso-caching-fs,,,,
gulp-gzip,66.67,26.72,76732.15,
css-mediaquery,27036.16,11.57,68087.38,97111.51
resolve-protobuf-schema,,2401.68,63298.71,92650.69
autosize,525.25,265.82,,
heapdump,121.33,357.27,59946.30,66704.32
find-node-modules,912.82,2876.06,20229.47,38415.76
jsonminify,4618.38,317.62,51737.22,
vscode-nls,1331.45,153.22,75119.73,38302.68
react-scroll,193.26,53.20,53893.73,50542.53
lodash._setcache,2.81,27.85,10905.75,7962.28
easy-table,137.19,8.01,59490.27,6898.29
dropzone,20785.40,14474.12,31826.19,26501.29
parse-help,,1.90,,
animate.css,532.09,343.82,21190.00,8859.27
restler,2793.00,3189.40,96493.39,94233.96
koa-static,315.17,314.90,44799.64,2725.14
ink-docstrap,1800.00,3005.01,77500.37,78043.53
snapdragon,2464.35,3039.46,54359.70,45412.40
jsrsasign,65.58,1254.88,37409.71,43505.04
metalsmith,1374.21,230.01,41645.89,77308.65
pop-iterate,,,,
eslint-config-fullcube,,12132.09,,51924.40
is-in-browser,928.86,3196.86,,23048.56
commist,61648.06,9.64,27574.90,
console-ui,3125.57,312.84,61770.76,42010.15
gh-pages,1845.93,496.65,52877.76,18155.80
commonmark,485.43,26.05,54598.95,55619.18
babel-plugin-transform-cjs-system-require,,2.84,81859.81,
merge-source-map,658.01,611.50,66451.12,53227.00
fs-vacuum,38923.54,2776.72,,
fizzy-ui-utils,161.00,140.73,29015.88,35339.02
express-graphql,525.16,37.30,49607.05,37579.89
grunt-webpack,1714.55,42.13,5083.19,
react-draggable,1300.45,658.01,42218.33,43230.11
desandro-matches-selector,2228.22,177.39,,
appium-uiauto,,12.59,,
webworkify,1154.28,414.28,50461.28,50371.25
lodash.unescape,2.81,27.85,10905.86,7962.39
svg-sprite,597.98,164.03,34613.18,4249.14
pg-hstore,4657.49,234.93,45604.43,
promise.prototype.finally,189.83,157.08,42613.29,
deresolve,0.01,,,
klassy,84.25,0.04,84506.24,
wgs84,0.16,1.46,,
mocha-jenkins-reporter,1736.55,387.11,53267.57,45918.61
is-nan,463.89,3183.28,41893.77,
reconnect-core,79.30,245.69,,
acorn-es7-plugin,11.87,7.74,,
apidoc,2035.31,248.09,48250.90,21860.43
email-validator,3936.49,2403.79,43996.33,37031.96
webpack-stats-plugin,201.85,9.67,34318.87,19293.44
@types/shelljs,,,,
react-apollo,1465.81,14.26,51817.85,53178.77
loopback,3744.59,54.28,28668.02,36762.63
ycssmin,,5554.29,106823.93,86351.51
good,379.70,20.95,42089.29,
sha,70.35,93.98,78618.52,48376.48
p-cancelable,4911.27,122.00,,
flow-remove-types,18216.07,184.23,70464.74,60538.62
settle-promise,,6582.88,,45091.11
angular-moment,374.81,14.12,80744.75,75084.15
mixpanel,310.23,368.29,46615.40,62208.01
node-gcm,383.66,32.35,79971.99,18341.46
nanomatch,22.72,99.22,60781.39,39094.12
contra,313.87,3.17,,53226.40
walk-back,0.31,2.06,,
to-regex-range,505.97,985.29,57680.32,30120.81
postcss-js,12.31,2.49,28691.11,
argly,185.67,648.12,69287.60,
@types/semver,,,,
p-timeout,2314.30,67.58,,
prismjs,892.19,140.02,31914.14,17165.45
ansi-cyan,,,56781.42,61493.07
fragment-cache,,,,37197.01
decache,878.30,6.62,59659.52,41105.51
@types/gulp,,,,
karma-sauce-launcher,15828.48,1808.86,35711.64,16363.84
sequin,,,,
core-decorators,115.64,57.10,76792.17,63439.55
seed-random,1249.25,2749.23,70904.03,95823.93
posix-character-classes,390.78,0.81,27988.58,43346.75
ends-with,6.04,547.86,,
appium-android-bootstrap,1110.18,38.22,,
@types/jest,,,,
react-codemirror,562.43,740.67,71961.30,70624.41
ui-select,3966.27,1654.52,82668.02,78173.16
angular-material,,,,
grunt-open,248.74,11586.40,96149.54,91337.37
gce-images,71.76,11.90,,
reinterval,,5962.07,,
browserstack,56.59,401.83,52840.01,12180.18
ticky,805.78,805.73,,
gulp-csso,5.05,3323.26,30556.99,36705.25
csprng,8821.65,2823.61,33095.61,
serializerr,,901.68,,
camelcase-css,,1716.65,,
apidoc-core,7291.40,6537.71,,
http-auth,19.62,70.36,17858.14,1538.56
rollbar,1022.87,28.62,33323.94,13300.47
lowdb,1390.14,298.47,8609.29,9912.02
apache-md5,2547.88,2363.50,,12817.18
protochain,15.02,1441.96,,
esrefactor,157.93,306.71,90818.34,97966.90
thunks,8238.53,5261.74,,23079.32
ltx,1576.38,34.22,49418.91,33723.93
apache-crypt,7.10,1303.49,,12817.19
azure-arm-resource,2396.86,47.43,,
ie-shim,,,85327.46,
atoa,,,90230.27,78093.33
worker-loader,6799.41,672.46,42026.13,42083.27
@ionic/app-scripts,286.79,168.96,70762.41,65753.55
write-file-webpack-plugin,444.79,52.54,75601.23,
@types/react-redux,,,,
git-rev,41209.51,19443.78,91306.11,91044.76
appium-selendroid-driver,148.57,8.20,80161.31,
ignore-styles,61.27,464.25,65788.20,67550.02
ucfirst,628.68,9468.51,89140.22,51858.88
captains-log,,772.54,,75632.92
appium-uiautomator,60.04,35.77,,
parchment,11226.69,313.83,17292.12,11746.08
vector-tile,3825.16,5.68,70947.42,66161.85
has-binary2,13248.56,407.56,,70195.46
grunt-sync,133.73,93.03,87826.23,
w3c-blob,,7.88,,87505.96
appium-fake-driver,1533.74,14.14,54068.18,
dns-zonefile,69.54,6.91,49000.82,49844.18
bottleneck,214.26,41.02,42341.11,36874.23
auth0-js,273.37,23.28,7937.41,5701.24
io.appium.settings,2404.77,18.20,13342.96,348.39
appium-android-ime,46.38,22.78,65948.11,90191.20
lodash._createpadding,2.81,27.85,10906.46,7962.99
gulp-template,135.21,2.43,,
meetup-web-components,,39.04,,28998.97
win-fork,,4909.01,,
esprima-harmony-jscs,5922.43,84.62,,53602.16
eslint-config-google,859.62,235.66,47851.38,20261.47
earcut,155.54,40.68,41218.89,35257.91
streamifier,,,71171.53,80419.50
dom-scroll-into-view,1142.11,35.29,55683.13,
pusher-js,2238.69,524.04,9172.94,1834.18
umask,,,,
get-urls,74.72,122.63,,
eegeo.js,3435.17,15.56,58294.01,25797.02
vizabi,279.44,7.84,76430.01,46703.25
arr-filter,,,,
humanize-ms,0.54,85.54,,
yaml-loader,149.29,4224.23,37137.90,11909.49
rollup-plugin-node-builtins,40.88,311.38,64972.65,56429.94
unyield,,,,77427.02
ruhua,0.01,,,
node-version,182.65,4.75,24478.38,7427.19
lodash.padright,2.81,27.85,10906.54,7963.08
http-status-codes,3387.11,1995.81,26154.69,28095.11
geojson-area,72.88,1234.89,50904.01,29365.61
memcached,856.95,52.16,84999.34,70568.39
lodash.padleft,2.81,27.85,10906.59,7963.12
google-libphonenumber,899.21,220.99,6950.23,3112.53
gulp-newer,2508.71,54.37,75445.03,68096.78
merge2,89.65,5243.12,53381.02,5018.51
json-pointer,99.78,38.62,77699.72,28610.81
fs.extra,15693.38,64597.78,98619.55,96942.48
mu2,4857.84,3150.51,109831.03,80544.21
warp10,29.41,21.13,66331.49,
appium-base-driver,5839.54,29.76,,31175.63
jss,444.33,52.49,52361.32,33613.92
passport-oauth2-client-password,2134.59,4640.00,65653.99,86912.83
msee,8636.71,414.15,79316.07,35932.45
absolute,,,64177.06,
decompress-response,3287.48,13.94,,
arr-map,,,,
pool2,145.30,8.36,91217.72,
broccoli,6054.30,107.06,62518.48,23520.98
mimic-response,79.74,34.21,,
spawn-default-shell,20787.05,6417.64,80141.62,68338.25
ip-address,2888.59,2345.33,57038.36,1676.93
expect-ct,527.47,77.37,23981.01,729.52
eslint-config-angular,1010.86,637.34,80758.50,77781.30
common-sequence,,,,
casperjs,,203.71,,
react-router-bootstrap,150.52,20.09,35664.15,15231.85
ionic-plugin-keyboard,1405.36,190.20,81139.50,80035.92
composition,,24.49,,
coffee-react-transform,208.76,67.02,91155.78,75694.65
lodash.pluck,2.81,27.85,10906.67,7963.21
sendgrid-rest,8232.65,551.54,,
promisify-node,5428.49,19.41,83819.51,58455.10
better-npm-run,121.47,94.28,68896.14,
bundle-loader,11104.19,20.03,73973.08,71161.50
@types/bootstrap,,,,
dkim-signer,0.18,0.06,36219.82,
argsarray,,,,
math-interval-parser,5036.64,,,
node-bourbon,281.88,1.88,84341.38,93146.73
mumath,5.71,6.54,,77545.32
loopback-connector,3592.75,3.38,37973.35,7479.11
rusha,4089.48,48.98,78797.92,12991.61
cloudant,1621.41,60.86,,
tidy-markdown,2273.23,505.81,77788.37,69946.47
eslint-plugin-requirejs,83.42,23.83,81240.09,25345.73
realize-package-specifier,,1553.98,,
appium-ios-driver,793.00,33.13,,25772.87
convert-to-ecmascript-compatible-varname,,,,
appium-instruments,,23.65,,
url-to-options,,615.43,46442.26,44616.63
shell-escape,7176.86,8267.27,77311.94,
bit-twiddle,,6548.25,,
postcss-modules-parser,31.58,17.93,65130.83,
appium-ios-simulator,3336.18,18.71,,1406.84
react-style-proptype,4.94,2218.07,64059.49,45445.57
npm-check-updates,362.41,23.57,16266.84,1034.73
simple-backoff,37.90,,,
@types/react-router,,,,
route-recognizer,2428.06,1338.21,62860.21,31554.82
h2o2,1225.28,47.20,15470.14,27424.14
level-sublevel,207.92,43.31,100186.56,98538.49
strong-remoting,5134.97,57.59,35362.28,20704.26
steno,361.53,996.92,,12809.00
husl,167.38,25.20,58178.41,
blacklist,2886.94,41.55,,
react-waypoint,266.10,40.70,55121.52,52314.20
browserify-cache-api,5.98,118.32,69511.78,78868.04
react-ga,530.39,647.54,53535.07,35444.46
grunt-contrib-nodeunit,994.39,127.61,86895.24,219.37
tslint-microsoft-contrib,2312.56,34.47,,
broccoli-lint-eslint,223.09,237.66,79764.42,38800.93
appium-logger,,8.99,,
gulp-bump,305.64,9.96,91913.07,
adbkit,301.30,452.15,67437.02,56203.35
level-fix-range,,10.66,111065.98,
lerna,5317.56,136.42,33590.06,146.43
babel-preset-es2015-loose,69.77,3.27,72927.41,56035.44
smtpapi,6875.56,180.08,,20410.14
snyk-module,,4.47,,2353.59
quill-delta,117.46,32.87,15747.30,17595.53
omni-common-ui,,3.85,,40151.31
unix-crypt-td-js,3105.73,6140.94,,6861.06
snyk-policy,0.22,71.14,32255.69,17015.32
nodegit-promise,,5.53,,
msgpack5,192.37,36.80,64010.16,
sort-desc,,,,
sort-asc,435.19,,,
broccoli-debug,1719.46,1658.20,26639.34,43771.01
ng2-alfresco-core,,,,
algoliasearch,350.32,17.53,18520.54,39981.44
ember-lodash,4258.09,34.58,68547.84,39013.97
color-space,5.45,30.73,72934.29,283.05
passport-twitter,576.40,1102.51,68554.66,33504.14
conventional-commit-types,533.39,836.13,19857.31,
has-yarn,11935.12,70.93,,
ember-factory-for-polyfill,2503.98,1.04,,
pem,1413.68,579.02,36426.83,14478.58
chai-subset,91.06,36.24,57550.67,49448.55
react-copy-to-clipboard,150.07,488.99,46415.31,14919.31
snyk-resolve,1.26,57.84,,2353.63
appium-xcuitest-driver,358.08,18.18,6467.40,20562.36
appium-remote-debugger,2518.60,16.26,,366.18
callback-stream,,22.84,,43464.50
connect-multiparty,316.76,2.44,,
http,,14219.87,,19093.74
karma-jasmine-jquery,7954.29,893.40,90357.32,58675.44
check-more-types,52.41,3030.79,87096.16,47176.60
gulp-svgmin,603.21,403.67,35219.54,24721.64
pouchdb-collections,832.83,37.41,16429.88,13865.37
domready,934.59,2042.62,88895.59,50857.49
redux-devtools-extension,935.03,319.35,60272.05,42267.16
gulp-cache,30.27,3.73,51672.05,37233.53
lunr,407.66,373.48,54286.93,61948.44
rollup-plugin-node-globals,312.61,2812.57,60789.98,42319.17
showdown,666.53,2048.98,41197.67,15184.96
sleep,52.76,14.29,52011.51,39209.30
include-all,,1675.23,,74354.30
power-assert-renderer-succinct,1975.72,16.51,83503.92,59952.69
progress-bar-webpack-plugin,637.38,143.21,58007.06,52065.16
snyk-resolve-deps,,61.10,,14621.55
node-static,33117.17,4367.60,37938.04,
gulp-print,1893.63,1738.19,57400.40,53880.87
htmlhint,9899.09,101.13,41755.26,11441.54
jackpot,7.18,5.22,100215.07,79263.62
snyk-try-require,,121.93,,2353.76
moment-duration-format,1725.64,7064.77,55991.44,51532.62
payments,,28.00,,52800.27
bootstrap-datepicker,1864.80,1130.35,80506.75,73606.89
node-cljfmt,4.47,30.85,46324.96,58040.43
@types/babel-traverse,,,,
github-slugger,113.83,247.39,1119.52,
clite,0.01,2.46,,39413.82
simple-dom,1501.47,83.69,61359.48,55076.93
snyk-tree,,,,
mobile-detect,408.44,75.48,46631.64,69655.76
cuid,3390.54,2485.83,18143.73,23829.34
snyk-config,14316.99,49.11,,2355.06
command-join,2969.27,739.97,61458.17,
parse,766.48,27.81,24433.63,21911.53
delegato,,35.95,,
passport-google-oauth20,954.26,2606.84,52854.84,63053.58
nodemailer-stub-transport,,1084.92,,
format-number,4860.93,81.20,64095.76,48814.01
buffer-equals,54.91,11.55,,
adbkit-logcat,7550.93,672.18,58239.79,
adbkit-monkey,0.43,,67770.83,59132.13
ldapjs,6190.99,56.60,17727.27,19564.79
handlebars-loader,336.36,590.93,71258.37,25960.70
glossy,4534.24,2645.98,70476.89,60998.85
ttf2woff2,11149.59,519.39,43422.55,8160.13
quickselect,0.98,19.51,40719.47,
@types/babel-types,,,,
atom-select-list,1337.20,594.68,65319.61,69379.30
fusing,,1.23,,79263.90
disparity,1697.64,1762.82,50786.31,
react-addons-linked-state-mixin,,,,
qrcode-terminal,52.07,9128.81,47964.02,54208.24
rmdir,1113.78,622.38,83681.01,
gulp-open,1112.55,94.72,,
react-native-cli,,,,
@ava/babel-preset-stage-4,2231.23,13.31,77209.63,
lodash.compact,2.81,27.85,10907.32,7963.85
gulp-sequence,38.02,7.31,24188.60,
@types/babylon,,,,
gulp-bower,1571.74,43.49,85012.48,81241.41
squirejs,258.52,698.50,95572.99,101844.71
ember-concurrency,3607.44,209.25,47101.11,8016.13
selenium-server,,17.83,,
react-icon-base,389.86,10.72,73160.18,67661.45
queue,349.41,237.38,33234.78,32806.87
appium-unlock,,2.08,65119.52,
webfontloader,918.52,235.08,65461.92,58846.63
sortablejs,929.46,202.33,45098.47,25999.92
feedparser,195.26,344.70,61185.84,57201.77
lodash.escaperegexp,2.81,27.85,10907.43,7963.96
snyk-recursive-readdir,,,,
machinepack-urls,,216.54,,
css-modules-require-hook,456.11,51.78,75745.25,68098.76
winchan,,26.23,,32432.26
consolidated-events,8971.09,4.28,77195.92,
nearley,235.22,48.74,51357.44,41762.12
stylis,1596.21,158.26,21114.36,7754.55
unirest,738.51,179.25,67968.05,58153.71
gulp-task-listing,7.22,266.14,,
compass-mixins,1889.38,2526.76,87579.68,
docker-modem,2114.74,202.75,47513.25,23735.93
gulp-sass-lint,750.74,789.18,77946.98,72354.48
@types/underscore,,,,
intel,499.31,20.04,82973.33,9390.49
sharp,290.20,71.27,29475.06,79.08
ember-cli-eslint,546.22,158.20,75598.53,42501.32
babel-plugin-detective,,1.47,85272.89,
lodash.upperfirst,2.81,27.85,10907.55,7964.09
primeng,,,,
gulp-jasmine,359.75,561.48,73108.47,
raptor-polyfill,6658.03,13148.76,,
lasso-modules-client,0.05,2.72,,39974.57
lodash.partition,2.81,27.85,10907.64,7964.17
phantom,,62.03,,54475.32
lodash._arrayincludes,2.81,27.85,10907.68,7964.22
mssql,605.98,65.94,20560.16,10630.23
lodash._arrayincludeswith,2.81,27.85,10907.73,7964.27
crypto-token,,,,
lodash._cachehas,2.81,27.85,10907.77,7964.31
cordova-plugin-compat,17.56,194.61,,
ansi-to-html,202.54,84.69,48708.62,38602.33
linebreak,10942.48,5456.06,18513.69,5126.42
laravel-elixir,,110.98,,
browserify-incremental,3058.71,1586.88,83886.19,71488.98
conventional-recommended-bump,831.13,405.62,44097.66,23887.70
node.flow,182.21,10352.66,41756.34,59772.50
crossvent,2466.45,1442.68,77201.46,59822.95
power-assert-formatter,0.22,10.50,88082.93,
seamless-immutable,1028.64,326.24,75702.03,55997.96
protractor-jasmine2-screenshot-reporter,548.81,387.36,75925.43,
@ava/babel-preset-transform-test-files,,7.58,,
node-rsa,1318.41,129.34,35914.41,28180.79
xtraverse,,15722.67,,35564.84
