pkg_name,avg_issue_till_closed,avg_pr_till_closed,avg_issue_open_time,avg_pr_open_time
coffeelint,921.37,99.46,86114.19,74597.87
string-format-obj,,26.68,,
spex,941.26,12.51,,
angular-resource,,,,
espower-location-detector,,3588.63,,42941.43
v8-profiler,5698.30,1671.19,74382.12,87371.51
stacktrace-parser,161.19,323.27,54330.29,25338.17
validate.js,635.57,2256.71,65375.92,63359.87
methmeth,,0.11,,
@types/geojson,,,,
buf-compare,,,,
autolinker,3654.68,449.94,59708.63,31173.59
rc-align,138.05,268.40,44818.76,31464.37
file-utils,660.48,3.38,98207.80,65263.93
postcss-replace-overflow-wrap,1142.88,652.52,,
cordova-serve,20477.71,59.58,46439.59,30839.41
exif-parser,475.03,2412.16,63691.20,51114.27
gulp-clean,206.82,563.42,86046.62,62794.77
isnumeric,386.06,546.69,56275.60,
rollup-plugin-node-resolve,5724.44,449.78,,
cliclopts,10748.04,4.57,88620.22,
flexbuffer,6891.17,0.00,70972.05,77633.92
subcommand,15255.11,14.17,56528.08,52813.87
co-thread,,,,
art,,1566.28,,71238.21
gulp-size,74.06,13.14,,
viewport-dimensions,,,,
nodesecurity-npm-utils,569.65,53.17,59317.66,
composer-runtime-embedded,,,,
union-value,2.60,70.38,46467.17,37042.11
composer-connector-embedded,,,,
gulp-tslint,255.60,38.31,75905.21,24462.37
ember-cli-dependency-checker,,6.60,,
composer-runtime-web,,,,
nib,5253.01,534.44,103792.87,101977.96
geckodriver,701.97,0.40,,28.55
units-css,,6027.71,48526.93,57958.28
base16,22.74,896.71,57422.42,48208.98
ember-cli-htmlbars-inline-precompile,1154.41,126.63,,
event-target-shim,974.05,182.33,35448.53,32737.65
ref-array,1479.78,3.57,74826.57,30723.53
bin-pack,5.92,1270.15,,40024.39
co-parallel,385.73,226.33,93162.06,78283.88
composer-common,,,,
is-error,5116.30,0.91,,
package-hash,153.22,204.29,77201.64,
ast-query,644.98,105.43,78796.51,64492.09
broccoli-asset-rev,385.40,39.46,69626.30,56023.01
sendgrid,1159.04,273.33,25314.43,20233.58
modelo,25.51,0.07,,
switchback,,5651.96,,
manakin,33103.99,0.02,55653.58,
arguejs,83.09,3.29,101159.29,110083.81
babel-plugin-transform-global-system-wrapper,,,73317.89,
conventional-commits-parser,831.13,405.62,44090.39,23880.43
d3-axis,15.94,358.66,39468.73,30225.24
babel-plugin-transform-cjs-system-wrapper,417.23,5.92,77421.95,
yeoman-assert,52.27,129.86,,
babel-plugin-array-includes,441.07,0.49,84116.58,68333.79
minijasminenode,1798.72,1067.25,98635.20,96656.03
react-clone-referenced-element,12878.37,3.90,,
dep-graph,6.61,4.85,112330.93,
sb-exec,57.26,4.93,64124.40,30232.27
anser,4513.96,1.64,35547.52,
make-iterator,,59.12,,
angular-cli,,,,
ember-cli-inject-live-reload,,,,
yaeti,2542.95,4.61,71945.17,
gruntfile-editor,1115.75,139.39,87999.17,66169.02
d3-voronoi,265.20,11.97,78177.29,
gulp-flatten,21.91,5207.69,70526.95,26282.76
postcss-attribute-case-insensitive,279.12,8.75,9231.64,
set-getter,662.94,,,
rollup-plugin-commonjs,6293.44,289.62,,
cordova-plugin-whitelist,12962.23,118.66,,
image-webpack-loader,598.61,158.22,58757.30,34344.65
stream-array,2641.91,29.60,,66811.36
localforage,274.97,51.35,61706.01,49802.91
valid-identifier,155.45,7529.93,87862.08,
derequire,12.47,5.37,84631.61,36122.05
d3-transition,400.84,368.37,43553.70,20319.99
deeper,,28238.53,83571.89,76448.94
xml-parse-from-string,,1738.77,,
lodash.forown,2.81,27.85,10900.66,7957.19
sauce-connect-launcher,284.94,337.87,62402.18,33104.67
react-stubber,0.81,27062.88,80672.85,70829.24
grunt-autoprefixer,81.35,13.65,82757.67,88553.61
check-types,,28.54,,
composer-connector-web,,,,
autobind-decorator,2525.36,903.55,59272.18,42697.19
scriptjs,835.47,685.40,71394.61,82784.28
co-child-process,,2054.25,84142.29,
babel-plugin-espower,59.12,333.54,56970.97,43823.13
only-shallow,31.58,22.67,83871.09,76449.02
babel-plugin-transform-system-register,,,72655.82,
table-layout,1172.28,205.23,81488.74,
to-regex,,187.12,,53058.92
karma-safari-launcher,44.44,462.33,83050.40,75830.43
regex-not,52011.15,329.92,,
d3-dsv,303.52,586.80,21026.79,24922.66
babel-plugin-react-docgen,2895.32,225.81,58477.22,25213.90
composer-connector-hlf,,,,
karma-browserify,67.36,29.59,,
babel-plugin-transform-react-inline-elements,,,,
node-cache,1179.39,205.16,31613.37,30987.21
ember-test-helpers,1157.07,176.67,45696.53,19543.76
watchr,6625.57,202.29,17266.91,17507.92
sb-promisify,12.22,5.12,,72963.37
broccoli-asset-rewrite,1911.61,159.93,74280.47,50918.92
enquire.js,447.83,5532.70,69864.41,93058.79
react-fuzzy,9723.09,4390.67,56984.09,73220.42
broccoli-uglify-sourcemap,752.27,48.42,50970.72,33178.68
node-expat,1307.80,780.92,67430.53,32761.38
unist-util-modify-children,339.01,12.48,,
jasminewd,1023.32,143.78,85137.18,30449.69
cordova-registry-mapper,,22.17,,69938.31
ember-export-application-global,911.53,308.67,68529.90,
ember-data,,,,
cron-parser,954.46,228.18,27320.90,2458.90
babel-plugin-htmlbars-inline-precompile,4234.95,4.54,42251.06,35607.08
loader.js,1389.46,251.96,71910.21,44734.12
podda,,3265.04,68992.21,72829.63
d3-geo,75.20,378.87,54724.53,12544.40
json2mq,59.87,22657.62,95406.70,10189.67
postcss-flexbugs-fixes,68.32,4247.53,68488.41,20311.98
d3-hierarchy,917.68,161.67,49062.30,31076.23
parse-github-repo-url,954.84,2465.71,78884.91,62635.23
composer-cli,,,,
mini-lr,826.42,124.73,,78802.77
markdown-escapes,,9.12,,
pascalcase,0.59,,31512.95,
lodash.curry,2.81,27.85,10900.86,7957.40
ava,729.05,68.27,43980.35,4258.02
is-whitespace-character,,7.79,,
gulp-protractor,2277.94,306.00,83106.60,85942.72
karma-remap-istanbul,1434.48,291.12,74149.87,62946.10
posix-getopt,0.18,39.57,79565.15,11703.15
composer-runtime,,,,
grunt-ng-annotate,138.40,14.66,93084.30,
karma-babel-preprocessor,681.22,267.46,49644.31,25991.92
dependency-ls,400.71,139.91,,64281.30
typedoc,522.62,206.64,1702.76,
@types/minimatch,,,,
string-convert,,,,
cordova-create,10092.50,19.99,,
is-word-character,,9.51,,
trim-off-newlines,346.79,372.46,,
strip-bom-buf,,3.04,,
velocity-animate,227.81,520.02,67713.96,
d3-drag,83.57,274.71,40958.73,26190.35
gulp-connect,1741.99,610.62,65532.46,32593.57
cls-bluebird,1239.89,1481.97,47691.77,
inert,62.89,66.96,34402.02,5747.56
@types/async,,,,
lodash.omitby,2.81,27.85,10901.03,7957.57
byline,1530.66,2312.14,75637.97,61398.87
cuint,899.62,17.30,64192.33,
ember-cli-legacy-blueprints,90.70,27.56,,
express-handlebars,296.15,2.85,37317.61,826.52
gray-matter,1265.17,1878.27,34753.60,35194.79
load-bmfont,7424.97,603.15,29213.45,15162.59
eslint-plugin-angular,533.66,48.58,83976.65,52605.36
jspm-config,1017.87,220.42,69946.98,46095.23
rttc,,1419.03,60156.14,52704.29
azure-storage,3278.08,234.21,24758.52,29207.91
vui-ad-hoc-alexa-recognizer,7.32,0.05,66170.07,25402.31
ember-cli-app-version,2717.79,285.74,69129.00,21847.80
leveldown,1313.26,101.88,,
ember-cli-uglify,1586.64,205.54,39122.05,20058.57
main-bower-files,41.22,16.79,74346.68,80943.28
composer-connector-proxy,,,,
win-spawn,,4909.01,,
keymirror,,2.68,,88570.71
ember-resolver,1806.87,269.24,47763.57,19253.90
juice,3165.09,159.48,47275.68,575.78
deprecate,6116.68,2056.51,71098.23,62332.96
parse-bmfont-xml,11413.63,6766.58,,22653.36
postcss-partial-import,2237.02,287.28,72797.39,53219.75
d3-zoom,264.44,1034.92,36484.88,33631.85
parse-bmfont-ascii,,,58476.49,
parse-bmfont-binary,,,,
cordova-ios,3448.00,165.92,36826.28,1319.42
d3-quadtree,20.37,2204.80,37388.28,29866.13
app-module-path,28.19,41.91,65938.19,70715.31
d3-force,15.02,286.98,43996.12,32886.23
array-iterate,6.49,94.76,,
normalizr,,1064.86,,
fetch-mock,648.52,23.83,28764.70,227.25
git-raw-commits,831.13,405.62,44091.01,23881.04
grunt-mocha-test,437.93,28.36,71997.77,26641.48
react-dock,432.80,82.01,29816.77,11542.18
lodash.chunk,2.81,27.85,10901.19,7957.72
graphql-tag,498.35,114.06,48082.09,47150.98
hiredis,984.22,849.06,67155.11,69068.12
pn,750.17,,64815.18,62871.11
typedoc-default-themes,1117.90,382.60,47026.04,49814.47
ember-cli-lodash-subset,9212.01,8.11,22373.30,
eslint-plugin-html,375.11,273.42,20635.82,11687.47
grunt-postcss,302.72,107.08,71721.87,60692.38
css-in-js-utils,1646.63,161.80,,34598.13
html-wiring,11590.46,122.84,,
level-errors,2778.00,4.24,,
component-type,15973.98,217.09,,
cwise-compiler,,5156.44,,
ember-cli-qunit,167.59,34.17,68229.91,
redux-devtools-log-monitor,432.80,82.01,29816.84,11542.25
ember-try-config,7.07,141.40,42031.98,21763.41
type-name,60.42,25.27,,23074.49
duration,16.86,,66045.54,
composer-connector-hlfv1,,,,
require-all,232.91,928.45,56634.77,78701.20
applause,9137.11,14157.53,69944.01,57631.90
redux-devtools-dock-monitor,432.80,82.01,29816.86,11542.26
webpack-node-externals,465.43,2922.09,54437.16,31293.57
level-iterator-stream,4251.87,11.04,,24491.19
pad-stream,,3.42,,
ember-load-initializers,969.81,159.27,56451.24,42417.96
web-resource-inliner,1085.11,642.60,59180.51,8168.54
http-status,38.18,9.65,25796.37,404.11
date-format,903.13,0.10,30122.64,20806.96
mdast-util-compact,254.67,6.20,,
composer-runtime-hlf,,,,
lodash.isnull,2.81,27.85,10901.28,7957.81
grunt-contrib-requirejs,752.24,113.63,78942.89,43357.04
compare-func,12394.76,699.66,,9457.18
gulp-useref,799.95,50.56,80634.93,59429.53
mocha-junit-reporter,2764.17,664.55,31407.23,27835.67
swig,,374.25,,
angular-route,,,,
redux-devtools-themes,,,,70752.78
state-toggle,220.58,65.16,,
text-extensions,0.12,22.76,,
friendly-errors-webpack-plugin,1289.52,329.27,62468.70,49521.67
vue-router,4.62,33.07,25448.94,13835.01
ember-inflector,2878.33,588.92,69306.92,10506.64
composer-connector-server,,,,
loopback-connector-composer,,,,
gcs-resumable-upload,78.82,19.72,,
rc-tooltip,203.78,187.53,46503.40,33980.83
@types/source-map,2335.57,76.31,44275.61,33807.81
d3-request,15.37,193.83,71936.77,68659.75
p-pipe,3431.26,62.71,,
parse-key,,,,
array-ify,,84.76,37581.17,
gulp-cached,114.18,24.13,76985.99,
sw-precache,81.07,36.89,73056.63,62983.86
remarkable,145.44,1001.30,67476.14,49881.53
git-semver-tags,831.13,405.62,44091.26,23881.29
node-schedule,1271.58,151.42,50044.83,36826.89
d3-random,2483.79,153.67,44439.51,25288.77
yeoman-welcome,4846.21,3.75,,
get-pkg-repo,589.97,3390.03,37196.99,29511.15
lodash.flow,2.81,27.85,10901.43,7957.96
grunt-exec,3491.97,656.33,73878.56,41104.55
ionic-angular,,,,
rfile,,,,81279.20
react-virtualized,15073.53,86.48,120.51,
conventional-changelog-angular,831.13,405.62,44091.38,23881.42
ruglify,26130.97,,,76859.32
postcss-advanced-variables,6970.01,1019.37,52818.31,20023.33
d3-brush,293.83,520.47,42396.87,23776.39
twilio,1193.51,83.55,13890.39,2392.17
conventional-changelog-writer,831.13,405.62,44091.40,23881.44
grunt-lib-phantomjs,5270.91,201.96,111703.93,
cli-clear,3750.71,2721.09,,80215.05
react-base16-styling,432.80,82.01,29817.16,11542.57
mississippi,28.67,202.45,,
requireindex,7.83,1541.57,29870.90,
cucumber,782.26,63.32,19206.24,3897.16
long-timeout,2151.39,7912.98,19714.94,12873.35
mailparser,880.85,10.90,30093.53,
truncate,82.27,24.80,89537.63,26286.97
lodash._baseuniq,2.81,27.85,10901.60,7958.14
draft-js,1175.03,226.38,60960.35,48485.93
conventional-commits-filter,831.13,405.62,44091.52,23881.55
javascript-natural-sort,,19570.73,,65410.70
react-slick,3103.50,666.97,43766.03,44322.95
passport-http-bearer,1421.86,12365.34,81103.03,13728.55
is-text-path,3.18,4.00,,
babel-plugin-lodash,14.41,1.56,49647.42,37424.16
co-ware,2997.65,62.25,,
react-user-tour,232.65,1.32,75549.63,
bach,92.61,66.46,,
d3-polygon,2783.79,604.03,74231.64,23776.56
node-abi,351.36,6.09,30171.54,
iota-array,,,,
ndarray,1152.85,2646.49,86513.65,56146.94
grunt-angular-templates,230.26,216.60,91236.91,57449.77
url-template,1840.60,5.49,5222.61,
es6-promisify,2552.15,1093.05,,25265.89
angular-messages,,,,
hash-stream-validation,5.23,89.45,47770.58,56383.98
difflib,17.56,19902.38,58786.49,57180.52
@types/react-dom,,,,
ember-qunit,7621.95,172.29,36128.12,16663.79
lodash.tostring,2.81,27.85,10901.81,7958.34
nodeunit,2562.57,649.65,113062.10,98404.94
emitter-component,1976.87,7757.44,,
stream-to-observable,1530.76,432.06,74494.63,57676.51
postcss-extend,312.32,12890.38,68732.57,
lazypipe,119.10,2.59,,
lodash.range,2.81,27.85,10901.85,7958.39
undertaker-registry,80.57,85.09,,
d3-chord,1207.30,2504.63,49251.65,29681.84
matcher,4016.13,263.17,,
now-and-later,108.88,763.46,,52779.55
mothership,694.87,36703.26,,
hasbin,1848.20,16.28,68076.94,
csscomb,7432.25,178.64,68151.71,41066.52
conventional-changelog-core,831.13,405.62,44091.74,23881.78
modify-values,5.74,1.97,,
is-generator-fn,,48.75,,
listr,278.90,443.92,63869.72,49352.88
babel-plugin-typecheck,1758.11,5.27,83653.76,
enzyme-to-json,1852.78,52.42,55508.94,33961.62
mixin-deep,234.68,,49214.38,33644.92
passport-oauth1,2123.11,3334.97,78109.58,24038.22
scroll-behavior,187.03,1.08,51834.36,34423.14
postcss-color-rgb,457.17,248.30,76932.29,35334.33
yosay,4846.01,4.43,,
@google-cloud/common,731.02,12.37,13310.73,2520.30
split-string,28.70,780.98,53461.18,46935.02
postcss-color-hsl,457.14,248.38,73195.92,46596.65
babel-helper-mark-eval-scopes,371.33,27.14,64552.45,43091.63
exit-on-epipe,,0.05,,
webpack-stream,135.47,522.77,79055.11,80706.93
async-settle,144.31,52.71,,
is-observable,9033.01,6.61,,
ava-init,112.07,69.88,51214.38,
@types/request,,,,
express-unless,1580.74,4463.07,68793.14,19178.94
is-relative-url,3186.41,3.95,,
pouchdb-promise,832.83,37.41,16424.85,13860.34
observable-to-promise,22088.50,68.39,,
babel-plugin-dynamic-import-node,329.81,461.09,48568.22,63048.39
js-channel,,0.09,,41657.30
babel-plugin-transform-remove-console,371.33,27.14,64552.57,43091.74
is-bluebird,,0.03,74608.23,74645.76
errs,2060.46,2157.70,89480.64,145.35
dedent,2953.32,50.41,29017.31,
express-jwt,1119.49,1753.14,54864.94,17307.60
jspm-npm,701.82,25.71,82035.96,89296.74
consistent-env,26.37,8.03,,71785.07
time-require,7059.81,23125.81,59968.97,87967.98
ndarray-pack,220.80,1025.13,,81566.84
unique-temp-dir,,547.92,,
connect-mongo,2345.46,800.88,22490.50,
fast-future,,,,
css-selector-parser,1316.75,1226.30,,12074.63
node-inspector,1583.68,148.72,85503.66,86763.96
is-alphanumeric,,,,
gitconfiglocal,5402.03,41.44,,36109.81
sb-npm-path,,154.85,,47161.79
stacktrace-js,2663.14,57.51,62918.59,36049.23
fraction.js,868.36,291.31,31817.79,
collect-json,,,,
arr-exclude,,0.66,,
option-chain,,22.21,73732.10,73623.92
babel-plugin-transform-simplify-comparison-operators,371.33,27.14,64552.59,43091.77
babel-plugin-minify-dead-code-elimination,371.33,27.14,64552.60,43091.78
react-textarea-autosize,973.38,196.27,37615.26,27157.65
buffertools,21.29,156.83,89955.11,112453.58
element-resize-detector,1026.26,244.10,6408.53,13367.44
common-path-prefix,1102.58,47.61,,
babel-plugin-transform-minify-booleans,371.33,27.14,64552.61,43091.78
co-with-promise,137.27,77.24,80837.86,70295.05
natural,2401.37,43.74,77650.36,13259.93
@types/uglify-js,,,,
is-accessor-descriptor,0.22,1.98,,
strftime,316.57,49.49,69258.54,
git-remote-origin-url,1514.16,6.54,,
codepage,1592.24,1119.55,46593.10,50349.73
babel-plugin-transform-merge-sibling-variables,371.33,27.14,64552.66,43091.84
last-line-stream,,,,
is-data-descriptor,26269.66,8106.85,,
cluster-key-slot,2949.14,3.34,19217.88,2390.99
@types/sinon,,,,
require-precompiled,3538.68,72.27,,
object-get,8632.71,3.19,,
waterline-cursor,4550.42,225.54,80395.00,89532.45
multi-stage-sourcemap,0.82,0.56,95032.52,84975.46
monocle,0.82,6.97,105029.89,71482.23
net,,,,83289.75
dom-urls,287.41,48.47,97309.96,74901.89
transformify,,,,
grunt-env,712.95,1349.42,76681.32,57866.54
pure-color,4238.08,2171.37,51302.82,22668.25
babel-plugin-transform-undefined-to-void,371.33,27.14,64552.71,43091.89
composer-rest-server,,,,
try-require,,2.04,86126.00,
@angular/language-service,,,,
babel-plugin-transform-member-expression-literals,371.33,27.14,64552.78,43091.96
stack-generator,320.31,2480.76,47590.75,26021.20
ng-annotate-loader,416.76,68.74,77025.84,36111.89
templayed,,0.13,,
babel-plugin-transform-property-literals,371.33,27.14,64552.79,43091.96
jspm-github,747.51,74.17,77285.69,61407.88
listr-verbose-renderer,1048.02,1214.25,65792.06,48063.09
listr-update-renderer,415.98,18435.92,62145.69,44370.00
ember-cli-sass,77.65,56.56,64041.69,35774.59
uue,245.11,250.62,,39306.62
contextify,1281.43,102.61,,
hogan.js,1571.22,188.15,91196.73,72452.07
leaflet,338.59,52.48,51863.13,38982.38
co-body,944.40,948.77,71781.68,47178.85
http2,675.55,499.39,85904.39,82245.60
request-promise-native,2968.66,972.16,58720.89,39572.17
typed-function,823.46,184.55,31267.61,46055.08
less-plugin-clean-css,14340.87,755.28,42455.87,14231.07
rocambole,2099.50,3877.01,99181.45,38551.46
babel-preset-node6,,28.01,,
eventsource-polyfill,44.30,1506.22,75375.56,53584.88
strip-bom-string,5.74,,,
offline-plugin,228.72,80.48,62584.51,61632.80
cordova-plugin-device,6763.06,284.39,39216.72,14693.33
replace-requires,12.19,8.92,,55114.15
simple-lru-cache,,3440.69,,70974.00
xml-crypto,8107.19,195.63,39542.23,10547.03
cson,6163.66,98.80,48345.66,
lint-staged,559.02,66.07,24439.85,1230.06
stacktrace-gps,2032.17,2815.29,54017.43,26055.76
babel-plugin-minify-mangle-names,371.33,27.14,64552.88,43092.06
cpr,30.06,23.87,66184.03,46260.68
ccxt,,,,
jspm-registry,42.11,17.77,92175.52,86480.20
babel-plugin-minify-simplify,371.33,27.14,64552.93,43092.10
ignorepatterns,11.56,155.90,,
gulp-zip,189.97,42.88,52653.05,
to-no-case,112.11,55.96,39305.16,
loggly,531.60,1171.17,87131.10,72721.03
sudo-block,3816.00,8.56,,
babel-plugin-minify-constant-folding,371.33,27.14,64552.94,43092.11
gapitoken,512.47,459.41,99737.42,97040.98
shellsubstitute,5699.59,,,
sourcemap-istanbul-instrumenter-loader,,29.67,,
babel-helper-remove-or-void,371.33,27.14,64552.94,43092.12
@types/graphql,713.03,21.69,43862.12,18711.13
apollo-client,,,,
broccoli-file-creator,8166.82,3.75,,
requirefresh,13.99,113.51,,
strong-data-uri,184.05,56.90,,24975.12
babel-plugin-minify-guarded-expressions,371.33,27.14,64553.05,43092.22
babel-helper-to-multiple-sequence-expressions,371.33,27.14,64553.05,43092.23
sorted-union-stream,,1.65,,93386.19
spin.js,3345.11,3086.70,45355.65,82502.97
listr-silent-renderer,,,,
ignorefs,29482.93,47.79,,
randomstring,11817.27,4134.89,46903.73,
babel-helper-flip-expressions,371.33,27.14,64553.06,43092.24
grunt-svgmin,2.94,14.37,,
individual,,0.33,45530.47,
babel-plugin-minify-infinity,371.33,27.14,64553.07,43092.25
conventional-changelog-ember,831.13,405.62,44092.39,23882.42
gulp-batch,153.08,1.10,,
precss,7951.78,3031.75,65042.37,35252.84
reduce-flatten,10.00,,,
passport-facebook,587.06,3213.77,75107.75,67073.24
opt-merger,,1525.20,81453.83,58085.46
patch-text,9.79,13.76,,55114.38
postcss-property-lookup,42.33,3589.14,65138.57,37779.86
prebuild,486.74,22.71,56985.68,19842.90
babel-plugin-minify-replace,371.33,27.14,64553.09,43092.27
undertaker,473.80,133.05,60164.56,
cwise,161.52,5.36,72662.98,64306.60
conventional-changelog-atom,831.13,405.62,44092.41,23882.44
react-tooltip,5959.50,66.85,11693.00,7591.78
babel-plugin-transform-remove-debugger,371.33,27.14,64553.11,43092.29
postcss-atroot,95.77,42.58,,6854.25
mozjpeg,2959.08,668.20,41258.45,30747.05
ember-cli-sri,335.79,25.24,78501.98,79975.83
appium-support,9.48,16.10,47308.11,
jsonist,13637.25,9.06,,
regex-parser,31191.54,0.00,,
conventional-changelog-jshint,831.13,405.62,44092.43,23882.47
conventional-changelog-express,831.13,405.62,44092.44,23882.48
conventional-changelog-codemirror,831.13,405.62,44092.45,23882.48
conventional-changelog-eslint,831.13,405.62,44092.46,23882.49
ember-runtime-enumerable-includes-polyfill,20.66,9.77,,
to-space-case,24.12,169.74,35141.84,
object-tools,2591.10,3.71,,
identity-obj-proxy,27.35,522.15,52324.04,39260.95
normalize-git-url,,749.59,,48364.19
load-plugin,226.11,23.48,13438.41,
sri-toolbox,252.44,383.48,,79848.45
grunt-browserify,438.71,166.92,89356.04,51120.07
lodash.isnil,2.81,27.85,10902.63,7959.16
conventional-changelog-jquery,831.13,405.62,44092.51,23882.55
apparatus,15204.48,832.02,72636.99,
ember-cli-release,334.06,4.44,76498.26,
conventional-changelog-jscs,,,,
babel-plugin-minify-type-constructors,371.33,27.14,64553.21,43092.39
exposify,701.33,274.02,,83973.40
gulp-istanbul,51.54,45.51,75035.44,
hashring,567.24,86.27,70334.12,67392.34
requestretry,1151.76,85.26,63778.06,828.73
ember-ajax,492.53,255.41,67457.49,33284.87
lock,19.21,10.65,77704.56,62693.27
csextends,16967.64,1310.42,,
grunt-contrib-compass,461.00,57.59,67798.37,38485.93
xoauth2,17.99,11.39,65205.97,
lodash.includes,2.81,27.85,10902.69,7959.23
cordova-plugin-statusbar,1663.19,415.07,50790.69,39024.33
eastasianwidth,107.42,16.97,34906.19,250.49
adjust-sourcemap-loader,3321.51,1273.79,,
is-docker,2545.82,11.31,,136.16
babel-plugin-minify-flip-comparisons,371.33,27.14,64553.27,43092.45
babel-regenerator-runtime,,,,
json-diff,16855.97,3342.73,24440.40,28102.70
