pkg_name,maintainer_count,gh_days_since_commit,gh_open_prs,gh_open_issues,gh_stars,gh_repo_url
ajv-keywords,1,754,20,27,257,https://github.com/epoberezkin/ajv-keywords
events,3,140,5,6,1396,https://github.com/Gozala/events
ripemd160,7,140,0,3,34,https://github.com/crypto-browserify/ripemd160
http-proxy,4,3,100,0,14075,https://github.com/http-party/node-http-proxy
require-main-filename,1,512,5,3,19,https://github.com/yargs/require-main-filename
ast-types,1,331,40,60,1159,https://github.com/benjamn/ast-types
deep-equal,1,465,0,4,791,https://github.com/inspect-js/node-deep-equal
regjsgen,1,235,0,0,33,https://github.com/bnjmnt4n/regjsgen
regjsparser,1,192,0,8,81,https://github.com/jviereck/regjsparser
webpack,4,0,100,0,65271,https://github.com/webpack/webpack
lodash.escape,2,148,28,72,60446,https://github.com/lodash/lodash
winston,8,102,51,49,23581,https://github.com/winstonjs/winston
browserify-zlib,2,140,7,16,58,https://github.com/devongovett/browserify-zlib
require-directory,1,1234,6,13,412,https://github.com/troygoode/node-require-directory
get-caller-file,1,590,3,3,37,https://github.com/stefanpenner/get-caller-file
callsites,1,315,0,3,266,https://github.com/sindresorhus/callsites
on-headers,2,361,2,1,157,https://github.com/jshttp/on-headers
har-schema,2,1800,1,0,21,https://github.com/ahmadnassri/har-schema
source-list-map,1,2316,3,3,40,https://github.com/webpack/source-list-map
stream-browserify,39,140,4,2,103,https://github.com/browserify/stream-browserify
wide-align,1,1300,1,3,20,https://github.com/iarna/wide-align
lodash.defaults,2,148,28,72,60446,https://github.com/lodash/lodash
constants-browserify,1,442,0,1,12,https://github.com/juliangruber/constants-browserify
os-browserify,2,2628,0,0,19,https://github.com/CoderPuppy/os-browserify
got,2,40,0,100,14580,https://github.com/sindresorhus/got
path-parse,1,1144,2,6,59,https://github.com/jbgutierrez/path-parse
assert,6,140,2,3,301,https://github.com/browserify/commonjs-assert
ultron,3,860,0,2,62,https://github.com/unshiftio/ultron
prepend-http,1,1369,0,1,62,https://github.com/sindresorhus/prepend-http
babel-register,3,0,100,0,43575,https://github.com/babel/babel
lodash._baseassign,2,148,28,72,60446,https://github.com/lodash/lodash
console-control-strings,1,1604,1,2,30,https://github.com/iarna/console-control-strings
socket.io-client,2,42,16,84,61996,https://github.com/socketio/socket.io
prr,1,2710,0,0,26,https://github.com/rvagg/prr
esrecurse,3,771,1,2,79,https://github.com/estools/esrecurse
options,1,2889,5,7,21,https://github.com/einaros/options.js
file-entry-cache,1,4,0,2,1796,https://github.com/jaredwray/cacheable
is-absolute,2,2858,0,1,22,https://github.com/jonschlinkert/is-absolute
ignore,1,4,0,3,470,https://github.com/kaelzhang/node-ignore
mocha,3,29,18,82,22756,https://github.com/mochajs/mocha
remove-trailing-separator,1,2705,0,0,11,https://github.com/darsain/remove-trailing-separator
color-convert,1,92,4,11,762,https://github.com/Qix-/color-convert
socket.io,2,42,16,84,61996,https://github.com/socketio/socket.io
escope,3,941,4,24,546,https://github.com/estools/escope
es6-set,1,983,0,1,45,https://github.com/medikoo/es6-set
errno,2,1606,0,6,245,https://github.com/rvagg/node-errno
autoprefixer,1,62,1,39,21889,https://github.com/postcss/autoprefixer
array-differ,1,1334,0,0,38,https://github.com/sindresorhus/array-differ
acorn-jsx,3,888,5,11,657,https://github.com/acornjs/acorn-jsx
es6-map,1,1410,0,1,73,https://github.com/medikoo/es6-map
is-relative,2,2561,0,0,14,https://github.com/jonschlinkert/is-relative
eventemitter3,3,531,4,13,3420,https://github.com/primus/eventemitter3
babel-helpers,3,0,100,0,43575,https://github.com/babel/babel
pluralize,1,318,25,33,2181,https://github.com/blakeembrey/pluralize
lodash.isplainobject,2,148,28,72,60446,https://github.com/lodash/lodash
pkginfo,1,2641,1,3,163,https://github.com/indexzero/node-pkginfo
table,2,82,4,24,935,https://github.com/gajus/table
glob-stream,2,324,2,4,179,https://github.com/gulpjs/glob-stream
vinyl-fs,2,344,2,9,970,https://github.com/gulpjs/vinyl-fs
recast,2,68,40,60,5109,https://github.com/benjamn/recast
tryit,1,3116,0,0,22,https://github.com/HenrikJoreteg/tryit
path-browserify,1,140,2,13,183,https://github.com/browserify/path-browserify
querystring-es3,1,2864,1,1,18,https://github.com/mike-spainhower/querystring
vm-browserify,39,140,3,11,202,https://github.com/substack/vm-browserify
css-selector-tokenizer,5,1439,2,3,84,https://github.com/css-modules/css-selector-tokenizer
growl,3,801,4,8,481,https://github.com/tj/node-growl
is-windows,2,2155,0,0,48,https://github.com/jonschlinkert/is-windows
timed-out,1,1479,0,1,51,https://github.com/sindresorhus/timed-out
tty-browserify,39,140,1,1,17,https://github.com/browserify/tty-browserify
js-base64,1,282,1,10,4312,https://github.com/dankogai/js-base64
flat-cache,1,4,0,2,1796,https://github.com/jaredwray/cacheable
domain-browser,1,497,0,3,32,https://github.com/bevry/domain-browser
coffee-script,4,414,21,74,16557,https://github.com/jashkenas/coffeescript
slice-ansi,2,354,0,3,47,https://github.com/chalk/slice-ansi
enhanced-resolve,4,85,8,21,963,https://github.com/webpack/enhanced-resolve
unique-stream,3,111,4,2,25,https://github.com/eugeneware/unique-stream
requires-port,2,665,1,1,11,https://github.com/unshiftio/requires-port
engine.io-client,2,42,16,84,61996,https://github.com/socketio/socket.io
circular-json,1,2174,0,0,606,https://github.com/WebReflection/circular-json
browserify-aes,5,140,5,6,60,https://github.com/crypto-browserify/browserify-aes
ordered-read-streams,2,755,0,0,28,https://github.com/gulpjs/ordered-read-streams
write,2,2075,0,4,83,https://github.com/jonschlinkert/write
babel-plugin-transform-es2015-parameters,3,0,100,0,43575,https://github.com/babel/babel
batch,2,248,1,2,320,https://github.com/visionmedia/batch
v8flags,1,614,0,0,57,https://github.com/gulpjs/v8flags
engine.io-parser,2,42,16,84,61996,https://github.com/socketio/socket.io
babel-plugin-transform-es2015-modules-commonjs,3,0,100,0,43575,https://github.com/babel/babel
lodash._root,2,148,28,72,60446,https://github.com/lodash/lodash
url-parse,4,856,1,12,1037,https://github.com/unshiftio/url-parse
node-libs-browser,3,1265,4,30,451,https://github.com/webpack/node-libs-browser
babel-plugin-transform-regenerator,3,0,100,0,43575,https://github.com/babel/babel
is-resolvable,1,2352,0,0,16,https://github.com/shinnn/is-resolvable
babel-helper-function-name,3,0,100,0,43575,https://github.com/babel/babel
node-gyp,3,28,22,78,10197,https://github.com/nodejs/node-gyp
babel-helper-get-function-arity,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-destructuring,3,0,100,0,43575,https://github.com/babel/babel
engine.io,2,42,16,84,61996,https://github.com/socketio/socket.io
after,2,1720,0,0,117,https://github.com/Raynos/after
split,1,2139,5,2,345,https://github.com/dominictarr/split
compressible,4,395,2,1,100,https://github.com/jshttp/compressible
tapable,1,351,11,17,3797,https://github.com/webpack/tapable
babel-helper-hoist-variables,3,0,100,0,43575,https://github.com/babel/babel
time-stamp,2,1628,3,5,112,https://github.com/jonschlinkert/time-stamp
configstore,1,154,0,3,872,https://github.com/yeoman/configstore
babel-plugin-transform-strict-mode,3,0,100,0,43575,https://github.com/babel/babel
first-chunk-stream,1,556,0,0,26,https://github.com/sindresorhus/first-chunk-stream
babel-plugin-transform-es2015-block-scoping,3,0,100,0,43575,https://github.com/babel/babel
query-string,1,8,1,28,6840,https://github.com/sindresorhus/query-string
color-name,3,110,0,0,119,https://github.com/colorjs/color-name
babel-helper-define-map,3,0,100,0,43575,https://github.com/babel/babel
require-uncached,1,97,0,8,285,https://github.com/sindresorhus/require-uncached
ncp,2,1736,28,53,684,https://github.com/AvianFlu/ncp
babel-helper-replace-supers,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-classes,3,0,100,0,43575,https://github.com/babel/babel
babel-helper-regex,3,0,100,0,43575,https://github.com/babel/babel
babel-helper-optimise-call-expression,3,0,100,0,43575,https://github.com/babel/babel
caller-path,1,1310,0,0,64,https://github.com/sindresorhus/caller-path
babel-helper-call-delegate,3,0,100,0,43575,https://github.com/babel/babel
base64id,2,2175,0,1,16,https://github.com/faeldt/base64id
babel-plugin-transform-es2015-shorthand-properties,3,0,100,0,43575,https://github.com/babel/babel
formidable,5,3,9,35,7126,https://github.com/node-formidable/formidable
babel-plugin-transform-es2015-function-name,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-unicode-regex,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-sticky-regex,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-for-of,3,0,100,0,43575,https://github.com/babel/babel
yauzl,2,60,6,10,762,https://github.com/thejoshwolfe/yauzl
stream-http,2,1486,4,21,357,https://github.com/jhiesey/stream-http
is-promise,2,742,1,1,280,https://github.com/then/is-promise
lodash._basetostring,2,148,28,72,60446,https://github.com/lodash/lodash
base64-arraybuffer,1,798,8,5,361,https://github.com/niklasvh/base64-arraybuffer
fsevents,2,248,3,10,572,https://github.com/fsevents/fsevents
babel-plugin-transform-es2015-computed-properties,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-object-super,3,0,100,0,43575,https://github.com/babel/babel
expand-tilde,3,1151,1,0,24,https://github.com/jonschlinkert/expand-tilde
natural-compare,1,211,0,0,112,https://github.com/litejs/natural-compare-lite
babel-plugin-transform-es2015-spread,3,0,100,0,43575,https://github.com/babel/babel
watchpack,2,171,7,8,383,https://github.com/webpack/watchpack
esprima-fb,2,2323,3,0,138,https://github.com/facebook/esprima
stack-trace,6,796,10,14,459,https://github.com/felixge/node-stack-trace
fancy-log,1,497,0,0,122,https://github.com/gulpjs/fancy-log
beeper,1,1037,0,1,134,https://github.com/sindresorhus/beeper
babel-plugin-check-es2015-constants,3,0,100,0,43575,https://github.com/babel/babel
trim-right,1,1401,0,0,21,https://github.com/sindresorhus/trim-right
exit,1,68,3,5,66,https://github.com/cowboy/node-exit
babel-plugin-transform-es2015-arrow-functions,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-template-literals,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-block-scoped-functions,3,0,100,0,43575,https://github.com/babel/babel
babel-plugin-transform-es2015-literals,3,0,100,0,43575,https://github.com/babel/babel
multipipe,1,411,2,5,294,https://github.com/juliangruber/multipipe
write-file-atomic,7,11,0,12,236,https://github.com/npm/write-file-atomic
babel-plugin-transform-es2015-typeof-symbol,3,0,100,0,43575,https://github.com/babel/babel
sparkles,2,412,0,0,20,https://github.com/gulpjs/sparkles
csso,3,323,3,97,3782,https://github.com/css/csso
whatwg-fetch,3,299,9,9,25860,https://github.com/github/fetch
serve-index,2,23,19,11,444,https://github.com/expressjs/serve-index
num2fraction,1,943,1,4,49,https://github.com/yisibl/num2fraction
is-plain-obj,1,370,0,0,102,https://github.com/sindresorhus/is-plain-obj
svgo,4,0,49,51,21592,https://github.com/svg/svgo
color,1,87,6,11,4842,https://github.com/Qix-/color
babel-plugin-transform-es2015-modules-systemjs,3,0,100,0,43575,https://github.com/babel/babel
socket.io-adapter,2,305,0,0,199,https://github.com/socketio/socket.io-adapter
babel-plugin-transform-es2015-duplicate-keys,3,0,100,0,43575,https://github.com/babel/babel
parsejson,1,1706,0,0,1,https://github.com/get/parsejson
parseqs,1,1318,2,0,4,https://github.com/get/querystring
postcss-value-parser,3,788,14,9,144,https://github.com/TrySound/postcss-value-parser
duplexify,1,330,4,8,192,https://github.com/mafintosh/duplexify
typescript,8,0,100,0,104368,https://github.com/microsoft/TypeScript
lodash._basevalues,2,148,28,72,60446,https://github.com/lodash/lodash
lodash._bindcallback,2,148,28,72,60446,https://github.com/lodash/lodash
natives,1,2405,0,0,15,https://github.com/addaleax/natives
big.js,1,17,2,5,5038,https://github.com/MikeMcl/big.js
websocket-driver,1,610,1,0,108,https://github.com/faye/websocket-driver-node
gulplog,2,412,0,0,56,https://github.com/gulpjs/gulplog
lodash._reescape,2,148,28,72,60446,https://github.com/lodash/lodash
lodash._reevaluate,2,148,28,72,60446,https://github.com/lodash/lodash
babel-plugin-transform-es2015-modules-umd,3,0,100,0,43575,https://github.com/babel/babel
xdg-basedir,1,1374,0,0,82,https://github.com/sindresorhus/xdg-basedir
babel-plugin-transform-es2015-modules-amd,3,0,100,0,43575,https://github.com/babel/babel
emojis-list,1,527,0,1,95,https://github.com/kikobeats/emojis-list
builtin-status-codes,1,1115,0,0,19,https://github.com/bendrucker/builtin-status-codes
glogg,1,412,0,0,18,https://github.com/gulpjs/glogg
duplexer,1,1524,0,1,95,https://github.com/Raynos/duplexer
fbjs,8,326,32,45,1963,https://github.com/facebook/fbjs
babel-preset-es2015,3,0,100,0,43575,https://github.com/babel/babel
has-gulplog,2,988,0,0,9,https://github.com/gulpjs/has-gulplog
update-notifier,1,154,1,22,1770,https://github.com/yeoman/update-notifier
lodash.pick,2,148,28,72,60446,https://github.com/lodash/lodash
webpack-sources,2,12,7,1,265,https://github.com/webpack/webpack-sources
websocket-extensions,1,610,0,1,75,https://github.com/faye/websocket-extensions-node
xmlhttprequest-ssl,1,55,1,8,15,https://github.com/mjwwit/node-XMLHttpRequest
arraybuffer.slice,1,2811,0,1,8,https://github.com/rase-/arraybuffer.slice
event-stream,1,2356,0,7,2182,https://github.com/dominictarr/event-stream
better-assert,2,2341,3,5,289,https://github.com/visionmedia/better-assert
node-sass,2,289,41,59,8501,https://github.com/sass/node-sass
defaults,1,570,0,0,74,https://github.com/sindresorhus/node-defaults
normalize-range,1,1153,1,0,17,https://github.com/jamestalmage/normalize-range
lodash.merge,2,148,28,72,60446,https://github.com/lodash/lodash
tar-stream,2,330,3,10,425,https://github.com/mafintosh/tar-stream
pend,1,3820,0,0,15,https://github.com/andrewrk/node-pend
ua-parser-js,1,0,2,18,9649,https://github.com/faisalman/ua-parser-js
coa,2,2342,1,25,142,https://github.com/veged/coa
setimmediate,1,495,4,13,1298,https://github.com/yuzujs/setImmediate
assertion-error,1,1292,1,2,26,https://github.com/chaijs/assertion-error
fd-slicer,2,1836,2,2,30,https://github.com/andrewrk/node-fd-slicer
has-cors,2,2406,2,3,20,https://github.com/component/has-cors
to-array,1,1518,1,1,12,https://github.com/Raynos/to-array
lodash.memoize,2,148,28,72,60446,https://github.com/lodash/lodash
component-inherit,1,3700,0,0,16,https://github.com/component/inherit
component-bind,27,1121,1,1,20,https://github.com/component/bind
chai,1,31,5,83,8203,https://github.com/chaijs/chai
clap,1,661,1,1,19,https://github.com/lahmatiy/clap
to-arraybuffer,1,1401,5,0,20,https://github.com/jhiesey/to-arraybuffer
bn.js,4,15,10,37,1215,https://github.com/indutny/bn.js
foreach,1,1095,3,2,25,https://github.com/manuelstofer/foreach
postcss-selector-parser,4,73,7,27,211,https://github.com/postcss/postcss-selector-parser
backo2,1,2258,3,0,18,https://github.com/mokesmokes/backo
stream-combiner,1,1374,3,5,102,https://github.com/dominictarr/stream-combiner
stream-shift,1,478,1,0,22,https://github.com/mafintosh/stream-shift
css-color-names,1,2271,0,0,147,https://github.com/bahamas10/css-color-names
lowercase-keys,1,698,0,2,40,https://github.com/sindresorhus/lowercase-keys
react,2,0,100,0,235304,https://github.com/facebook/react
package-json,1,300,1,2,241,https://github.com/sindresorhus/package-json
deep-eql,1,194,3,18,110,https://github.com/chaijs/deep-eql
yeast,2,850,1,1,45,https://github.com/unshiftio/yeast
brorand,1,2526,2,2,18,https://github.com/indutny/brorand
cipher-base,3,140,1,0,18,https://github.com/crypto-browserify/cipher-base
opn,1,9,2,55,3285,https://github.com/sindresorhus/open
sort-keys,1,246,0,0,103,https://github.com/sindresorhus/sort-keys
css-loader,3,72,3,14,4321,https://github.com/webpack-contrib/css-loader
eventemitter2,2,446,15,33,2876,https://github.com/hij1nx/EventEmitter2
is-redirect,1,1484,0,0,23,https://github.com/sindresorhus/is-redirect
pkg-dir,1,553,0,2,243,https://github.com/sindresorhus/pkg-dir
minimalistic-assert,2,2586,0,1,19,https://github.com/calvinmetcalf/minimalistic-assert
elliptic,1,178,29,71,1744,https://github.com/indutny/elliptic
pbkdf2,6,140,14,10,193,https://github.com/crypto-browserify/pbkdf2
global-prefix,3,266,1,5,29,https://github.com/jonschlinkert/global-prefix
latest-version,1,438,0,1,176,https://github.com/sindresorhus/latest-version
adm-zip,1,80,2,98,2102,https://github.com/cthackers/adm-zip
uniq,1,643,5,5,83,https://github.com/mikolalysenko/uniq
hash.js,1,1464,7,7,323,https://github.com/indutny/hash.js
electron-to-chromium,1,2,1,1,147,https://github.com/kilian/electron-to-chromium
request-progress,1,1181,3,7,217,https://github.com/IndigoUnited/node-request-progress
color-string,1,85,2,2,217,https://github.com/Qix-/color-string
encoding,1,881,6,1,92,https://github.com/andris9/encoding
whet.extend,1,870,0,0,16,https://github.com/Meettya/whet.extend
detective,39,140,2,7,414,https://github.com/browserify/detective
is-svg,1,1,2,1,135,https://github.com/sindresorhus/is-svg
css-select,1,1,3,6,565,https://github.com/fb55/css-select
asn1.js,2,328,17,25,185,https://github.com/indutny/asn1.js
global-modules,1,2338,0,7,35,https://github.com/jonschlinkert/global-modules
