pkg_name,maintainer_count,gh_days_since_commit,gh_open_prs,gh_open_issues,gh_stars,gh_repo_url
gulp-git,1,290,0,1,401,https://github.com/stevelacy/gulp-git
websocket-stream,5,268,8,27,669,https://github.com/maxogden/websocket-stream
varify,1,2983,0,1,10,https://github.com/thlorenz/varify
express-validator,4,21,12,60,6209,https://github.com/express-validator/express-validator
printj,1,1109,0,1,200,https://github.com/SheetJS/printj
grunt-filerev,8,3008,9,11,258,https://github.com/yeoman/grunt-filerev
broccoli-sass-source-maps,4,276,1,3,3,https://github.com/adopted-ember-addons/broccoli-sass-source-maps
uws,1,1,11,27,8470,https://github.com/uNetworking/uWebSockets.js
composer-playground-api,2,1569,0,0,30,https://github.com/hyperledger/composer
fs-monitor-stack,1,3200,0,2,1,https://github.com/stefanpenner/fs-monitor-stack
rai,1,2808,1,3,16,https://github.com/andris9/rai
ember-wormhole,4,885,13,22,284,https://github.com/yapplabs/ember-wormhole
json-edm-parser,1,3285,0,0,0,https://github.com/yaxia/json-edm-parser
react-planks,1,3286,0,1,2,https://github.com/dnieh/react-planks
karma-script-launcher,3,2012,36,2,9,https://github.com/karma-runner/karma-script-launcher
pikaday,1,303,77,23,8051,https://github.com/Pikaday/Pikaday
ng-file-upload,1,2195,23,77,7846,https://github.com/danialfarid/ng-file-upload
dot,2,555,8,20,5034,https://github.com/olado/doT
default-browser-id,1,508,0,0,12,https://github.com/sindresorhus/default-browser-id
then-fs,2,3425,0,0,22,https://github.com/then/fs
protocol-buffers-schema,1,1094,10,9,124,https://github.com/mafintosh/protocol-buffers-schema
omggif,1,2110,1,0,731,https://github.com/deanm/omggif
es6-mapify,1,1971,0,0,7,https://github.com/jlipps/mapify
svg2png,1,1575,6,32,597,https://github.com/domenic/svg2png
sb-callsite,1,1840,0,0,1,https://github.com/steelbrain/callsite
urijs,1,622,42,58,6255,https://github.com/medialize/URI.js
react-router-scroll,1,886,11,3,836,https://github.com/taion/react-router-scroll
@types/fs-extra,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
karma-source-map-support,1,1967,2,6,33,https://github.com/tschaub/karma-source-map-support
sort-package-json,1,2,9,23,852,https://github.com/keithamus/sort-package-json
umzug,5,1,13,6,2099,https://github.com/sequelize/umzug
atom-package-path,2,2877,0,0,0,https://github.com/steelbrain/atom-package-path
utility,3,116,0,0,1242,https://github.com/node-modules/utility
node-bitmap,1,2172,1,5,13,https://github.com/nowelium/node-bitmap
lodash.uniqby,2,148,28,72,60447,https://github.com/lodash/lodash
blueimp-md5,1,1323,0,2,4561,https://github.com/blueimp/JavaScript-MD5
connect-logger,1,4325,0,1,3,https://github.com/geta6/connect-logger
read-cmd-shim,7,12,2,1,11,https://github.com/npm/read-cmd-shim
mousetrap,2,787,49,51,11749,https://github.com/ccampbell/mousetrap
broccoli-viz,5,801,6,8,23,https://github.com/stefanpenner/broccoli-viz
bufferpack,1,512,4,0,93,https://github.com/ryanrolds/bufferpack
winreg,2,80,6,13,212,https://github.com/fresc81/node-winreg
tedious,8,189,48,52,1594,https://github.com/tediousjs/tedious
eslint-friendly-formatter,1,235,7,5,198,https://github.com/royriojas/eslint-friendly-formatter
tns-core-modules,13,2,44,56,24756,https://github.com/NativeScript/NativeScript
power-assert-util-string-width,1,1689,2,8,20,https://github.com/twada/power-assert-runtime
angular-touch,1,393,72,28,58742,https://github.com/angular/angular.js
react-dom-factories,2,1,100,0,235306,https://github.com/facebook/react
jasmine-growl-reporter,1,885,6,0,0,https://github.com/AlphaHydrae/jasmine-growl-reporter
winston-daily-rotate-file,4,419,3,50,914,https://github.com/winstonjs/winston-daily-rotate-file
sb-fs,1,1747,11,0,4,https://github.com/steelbrain/fs
diff-match-patch,2,723,2,6,254,https://github.com/JackuB/diff-match-patch
appium-android-driver,7,1,2,1,258,https://github.com/appium/appium-android-driver
collection-visit,2,1607,1,0,20,https://github.com/jonschlinkert/collection-visit
simple-swizzle,1,1126,0,0,11,https://github.com/qix-/node-simple-swizzle
as-array,1,3487,0,0,3,https://github.com/scottcorgan/as-array
yo,9,21,4,44,3887,https://github.com/yeoman/yo
macos-release,1,283,0,0,66,https://github.com/sindresorhus/macos-release
grunt-contrib-sass,5,171,1,30,847,https://github.com/gruntjs/grunt-contrib-sass
glamor,3,506,11,62,3663,https://github.com/threepointone/glamor
jquery-mousewheel,5,47,6,4,3904,https://github.com/jquery/jquery-mousewheel
moment-range,5,781,15,34,1689,https://github.com/rotaready/moment-range
babel-plugin-transform-promise-to-bluebird,1,2268,1,1,41,https://github.com/chpio/babel-plugin-transform-promise-to-bluebird
eslint-restricted-globals,2,1748,0,0,16,https://github.com/doshisid/eslint-restricted-globals
ursa,5,2203,7,58,617,https://github.com/quartzjer/ursa
wdio-sync,2,2196,1,3,17,https://github.com/webdriverio/wdio-sync
toml,1,1211,5,16,309,https://github.com/BinaryMuse/toml-node
lodash._releasearray,2,723,3,0,152,https://github.com/lodash/lodash-cli
lodash._arraypool,2,723,3,0,152,https://github.com/lodash/lodash-cli
lodash._maxpoolsize,2,723,3,0,152,https://github.com/lodash/lodash-cli
lodash._getarray,2,723,3,0,152,https://github.com/lodash/lodash-cli
lodash.last,2,148,28,72,60447,https://github.com/lodash/lodash
redux-promise,2,840,19,22,2666,https://github.com/redux-utilities/redux-promise
log,1,228,0,7,46,https://github.com/medikoo/log
streamroller,2,81,2,6,38,https://github.com/log4js-node/streamroller
microbuffer,1,3681,0,0,3,https://github.com/fontello/microbuffer
react-autosuggest,3,172,28,72,5967,https://github.com/moroshko/react-autosuggest
redux-persist,2,374,77,23,13000,https://github.com/rt2zz/redux-persist
pad-right,2,3556,0,0,14,https://github.com/jonschlinkert/pad-right
humps,1,576,10,17,1420,https://github.com/domchristie/humps
pad-stdio,1,1493,0,1,10,https://github.com/sindresorhus/pad-stdio
phantomjs-polyfill,1,2750,1,1,42,https://github.com/tom-james-watson/phantomjs-polyfill
ndjson,3,1347,1,4,119,https://github.com/ndjson/ndjson.js
fs-write-stream-atomic,7,1181,2,4,49,https://github.com/npm/fs-write-stream-atomic
@types/glob,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
prebuild-install,6,71,2,17,110,https://github.com/prebuild/prebuild-install
react-on-rails,4,0,5,20,5150,https://github.com/shakacode/react_on_rails
graphql-anywhere,7,0,52,48,19570,https://github.com/apollographql/apollo-client
canonical-path,1,2390,0,0,8,https://github.com/petebacondarwin/node-canonical-path
koa-convert,2,1703,2,2,251,https://github.com/gyson/koa-convert
map-visit,2,1048,2,0,17,https://github.com/jonschlinkert/map-visit
csscomb-core,1,3209,1,5,8,https://github.com/csscomb/core
github-url-from-username-repo,3,3748,0,0,6,https://github.com/robertkowalski/github-url-from-username-repo
htmljs-parser,5,79,1,3,141,https://github.com/marko-js/htmljs-parser
iferr,1,756,3,0,13,https://github.com/shesek/iferr
pixelsmith,1,1122,1,1,24,https://github.com/twolfson/pixelsmith
msgpack-js,1,2623,1,13,254,https://github.com/creationix/msgpack-js
geoip2,1,1269,4,8,61,https://github.com/davidtsai/node-geoip2
to-string-loader,1,1660,0,7,64,https://github.com/gajus/to-string-loader
snyk,1,0,6,0,5113,https://github.com/snyk/snyk
generic-names,2,802,3,1,15,https://github.com/css-modules/generic-names
ng2-bootstrap,3,94,37,63,5534,https://github.com/valor-software/ngx-bootstrap
gettext-parser,2,156,4,8,163,https://github.com/smhg/gettext-parser
execspawn,1,3358,0,1,11,https://github.com/AndreasMadsen/execspawn
lodash._baseiteratee,2,148,28,72,60447,https://github.com/lodash/lodash
react-devtools-core,11,1,100,0,235306,https://github.com/facebook/react
grunt-protractor-runner,1,1558,13,69,149,https://github.com/teerapap/grunt-protractor-runner
inflation,3,574,1,4,18,https://github.com/stream-utils/inflation
fast-safe-stringify,3,140,4,5,350,https://github.com/davidmarkclements/fast-safe-stringify
happypack,1,1709,8,46,4231,https://github.com/amireh/happypack
immutability-helper,2,1668,0,6,5175,https://github.com/kolodny/immutability-helper
simple-html-tokenizer,6,882,19,8,86,https://github.com/tildeio/simple-html-tokenizer
commandpost,1,1369,9,5,32,https://github.com/vvakame/commandpost
react-themeable,1,1437,3,8,548,https://github.com/markdalgleish/react-themeable
temp-dir,1,957,0,0,83,https://github.com/sindresorhus/temp-dir
@types/body-parser,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
redefine,1,3576,0,0,44,https://github.com/WebReflection/redefine
react-mixin,1,2417,0,3,1119,https://github.com/brigand/react-mixin
freeport,1,3642,0,0,48,https://github.com/daaku/nodejs-freeport
deepcopy,1,16,32,10,129,https://github.com/sasaplus1/deepcopy.js
quill,2,161,67,33,45303,https://github.com/slab/quill
@types/isomorphic-fetch,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
babel-plugin-transform-async-to-bluebird,1,2871,0,1,7,https://github.com/chpio/babel-plugin-transform-async-to-bluebird
css-to-react-native,3,258,3,7,1154,https://github.com/styled-components/css-to-react-native
express-winston,3,479,11,44,798,https://github.com/bithavoc/express-winston
react-native-vector-icons,1,2,6,19,17624,https://github.com/oblador/react-native-vector-icons
selectn,1,69,5,6,197,https://github.com/wilmoore/selectn.js
babel-preset-bluebird,1,3095,0,0,9,https://github.com/chpio/babel-preset-bluebird
capture-exit,4,65,6,3,9,https://github.com/stefanpenner/capture-exit
sort-object-keys,1,69,3,1,31,https://github.com/keithamus/sort-object-keys
jsonp,3,397,4,26,1907,https://github.com/LearnBoost/jsonp
string.prototype.endswith,2,416,0,1,36,https://github.com/mathiasbynens/String.prototype.endsWith
flow-parser,6,1,15,85,22163,https://github.com/facebook/flow
re-emitter,1,1654,1,0,18,https://github.com/feross/re-emitter
handlebars-layouts,1,2136,0,5,363,https://github.com/shannonmoeller/handlebars-layouts
express-http-proxy,3,4,25,75,1245,https://github.com/villadora/express-http-proxy
react-autowhatever,2,1052,9,7,164,https://github.com/moroshko/react-autowhatever
atom-linter,2,1511,4,6,30,https://github.com/steelbrain/atom-linter
vuex,4,227,45,55,28458,https://github.com/vuejs/vuex
column-layout,1,175,0,1,24,https://github.com/75lb/column-layout
rework-plugin-url,5,1954,1,3,25,https://github.com/reworkcss/rework-plugin-url
luminati-proxy,1,3151,0,0,0,https://github.com/Relink/luminati
deathbycaptcha2,1,269,25,75,25668,https://github.com/mikeal/request
rework-plugin-function,5,3680,1,2,10,https://github.com/reworkcss/rework-plugin-function
tunnel,1,1312,2,11,538,https://github.com/koichik/node-tunnel
koa-send,11,11,5,14,428,https://github.com/koajs/send
jasmine-jquery,1,2773,14,53,1890,https://github.com/velesin/jasmine-jquery
deasync,1,342,9,58,989,https://github.com/abbr/deasync
cubic2quad,1,500,1,0,35,https://github.com/fontello/cubic2quad
sw-precache-webpack-plugin,1,1668,0,26,1444,https://github.com/goldhand/sw-precache-webpack-plugin
appium-xcode,7,33,0,0,17,https://github.com/appium/appium-xcode
podium,5,122,0,1,87,https://github.com/hapijs/podium
use,2,1608,2,2,26,https://github.com/jonschlinkert/use
json-content-demux,1,1775,0,0,3,https://github.com/twolfson/json-content-demux
max-timeout,1,1494,0,0,26,https://github.com/sindresorhus/max-timeout
fast-json-patch,4,297,19,60,1876,https://github.com/Starcounter-Jack/JSON-Patch
webpack-dashboard,18,271,8,31,13883,https://github.com/FormidableLabs/webpack-dashboard
statsd-client,2,1214,0,0,171,https://github.com/msiebuhr/node-statsd-client
shallow-equal,2,814,13,0,79,https://github.com/moroshko/shallow-equal
eslint-config-xo,1,16,0,0,274,https://github.com/xojs/eslint-config-xo
npm-keyword,1,439,0,0,52,https://github.com/sindresorhus/npm-keyword
less-plugin-autoprefix,3,584,4,8,171,https://github.com/less/less-plugin-autoprefix
@ionic/cli-utils,2,4,25,75,2000,https://github.com/ionic-team/ionic-cli
memdown,3,159,0,0,287,https://github.com/Level/memdown
ext-list,1,2868,0,0,8,https://github.com/kevva/ext-list
contentstream,1,1181,4,1,7,https://github.com/stream-utils/contentstream
lodash._baseslice,2,148,28,72,60447,https://github.com/lodash/lodash
cache-base,2,1135,3,2,56,https://github.com/jonschlinkert/cache-base
codeclimate-test-reporter,2,1332,0,0,69,https://github.com/codeclimate/javascript-test-reporter
react-immutable-proptypes,1,921,9,10,641,https://github.com/HurricaneJames/react-immutable-proptypes
fast-csv,3,2,12,44,1714,https://github.com/C2FO/fast-csv
complex.js,1,186,0,7,242,https://github.com/rawify/Complex.js
ember-cli-moment-shim,2,772,1,1,33,https://github.com/jasonmit/ember-cli-moment-shim
vue-resource,2,883,30,70,10054,https://github.com/pagekit/vue-resource
swagger-converter,4,82,14,0,42,https://github.com/apigee-127/swagger-converter
gif-encoder,1,2380,0,5,87,https://github.com/twolfson/gif-encoder
anchor,5,992,5,0,151,https://github.com/sailsjs/anchor
babel-istanbul,1,2416,0,5,144,https://github.com/jmcriffey/babel-istanbul
canvas,8,28,35,65,10445,https://github.com/Automattic/node-canvas
section-iterator,1,2012,1,0,0,https://github.com/moroshko/section-iterator
gulp-insert,2,1670,1,7,61,https://github.com/rschmukler/gulp-insert
child-process-promise,5,2016,5,14,249,https://github.com/patrick-steele-idem/child-process-promise
unset-value,2,1184,0,3,34,https://github.com/jonschlinkert/unset-value
modernizr,7,195,21,79,25723,https://github.com/Modernizr/Modernizr
waterline-criteria,4,3048,2,2,13,https://github.com/balderdashy/waterline-criteria
mqtt-packet,2,67,3,15,209,https://github.com/mqttjs/mqtt-packet
ember-cli-broccoli,3,3112,0,0,1,https://github.com/ember-cli/broccoli
iconv,1,663,4,2,800,https://github.com/bnoordhuis/node-iconv
@kadira/storybook,7,0,100,0,86579,https://github.com/kadirahq/react-storybook
clamp,1,1815,2,2,39,https://github.com/hughsk/clamp
@kadira/storybook-ui,7,2906,0,0,52,https://github.com/kadirahq/storybook-ui
spritesheet-templates,1,1460,0,2,107,https://github.com/twolfson/spritesheet-templates
react-look,1,3085,0,0,583,https://github.com/rofrischmann/react-look
findit2,1,3399,0,1,21,https://github.com/andrewrk/node-findit
gulp-coffee,2,1606,3,3,227,https://github.com/gulp-community/gulp-coffee
pxt-core,1,0,51,49,2158,https://github.com/microsoft/pxt
hashmap,1,1540,1,3,383,https://github.com/flesler/hashmap
grunt-wiredep,2,3315,0,9,860,https://github.com/stephenplusplus/grunt-wiredep
tap-out,1,798,8,11,23,https://github.com/scottcorgan/tap-out
broccoli-unwatched-tree,1,2869,0,0,3,https://github.com/rjackson/broccoli-unwatched-tree
big-number,1,2342,1,2,63,https://github.com/alexbardas/bignumber.js
babel-plugin-ava-throws-helper,3,2099,0,0,3,https://github.com/avajs/babel-plugin-ava-throws-helper
openssl-wrapper,1,3202,1,7,59,https://github.com/mgcrea/node-openssl-wrapper
command-line-tool,1,2669,0,0,2,https://github.com/75lb/command-line-tool
help-me,1,453,0,0,14,https://github.com/mcollina/help-me
sinon-as-promised,1,1787,1,0,137,https://github.com/bendrucker/sinon-as-promised
react-static-container,2,2122,1,1,223,https://github.com/reactjs/react-static-container
asyncbox,2,312,2,0,25,https://github.com/jlipps/asyncbox
qunit-notifications,2,1353,1,0,7,https://github.com/dockyard/qunit-notifications
ev-emitter,1,532,6,0,68,https://github.com/metafizzy/ev-emitter
soap,3,18,16,4,3006,https://github.com/vpulim/node-soap
whois,2,81,5,20,258,https://github.com/hjr265/node-whois
cssmin,1,2797,2,6,111,https://github.com/jbleuzen/node-cssmin
stats-webpack-plugin,1,863,6,4,164,https://github.com/unindented/stats-webpack-plugin
uglifyify,3,321,7,25,376,https://github.com/hughsk/uglifyify
lodash.has,2,148,28,72,60447,https://github.com/lodash/lodash
broccoli-jshint,2,2571,3,9,6,https://github.com/rwjblue/broccoli-jshint
sort-object,2,2060,0,1,37,https://github.com/doowb/sort-object
@angular-devkit/build-optimizer,2,1,15,85,26908,https://github.com/angular/angular-cli
npmi,1,912,3,1,82,https://github.com/maxleiko/npmi
is-odd,2,2213,5,0,343,https://github.com/jonschlinkert/is-odd
@types/jsonwebtoken,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
@google-cloud/storage,1,5,12,25,913,https://github.com/googleapis/nodejs-storage
create-error,1,3327,1,4,103,https://github.com/tgriesser/create-error
sha1,1,3074,0,0,107,https://github.com/pvorb/node-sha1
char-spinner,1,2042,11,4,43,https://github.com/isaacs/char-spinner
humanize-duration,1,111,0,3,1683,https://github.com/EvanHahn/HumanizeDuration.js
ember-cli-node-assets,1,849,17,7,62,https://github.com/dfreeman/ember-cli-node-assets
gulp-tap,2,874,10,3,152,https://github.com/geejs/gulp-tap
unique-concat,1,4304,0,0,6,https://github.com/thlorenz/unique-concat
copy-to-clipboard,1,381,17,30,1351,https://github.com/sudodoki/copy-to-clipboard
string.fromcodepoint,2,459,0,0,62,https://github.com/mathiasbynens/String.fromCodePoint
nano,7,166,5,34,669,https://github.com/apache/couchdb-nano
koa-bodyparser,2,330,1,2,1317,https://github.com/koajs/bodyparser
static-extend,1,2341,0,2,10,https://github.com/jonschlinkert/static-extend
object-copy,1,1606,2,1,15,https://github.com/jonschlinkert/object-copy
google-gax,3,1,8,50,127,https://github.com/googleapis/gax-nodejs
copy-descriptor,1,3257,0,1,11,https://github.com/jonschlinkert/copy-descriptor
class-utils,2,788,2,0,19,https://github.com/jonschlinkert/class-utils
css-color-list,1,2899,0,0,3,https://github.com/johnotander/css-color-list
yaml,1,25,3,18,1443,https://github.com/eemeli/yaml
streamsink,1,3866,0,0,2,https://github.com/andrewrk/node-streamsink
rcedit,2,1,0,3,195,https://github.com/electron/node-rcedit
@kadira/storybook-addon-actions,7,2827,0,4,19,https://github.com/kadirahq/storybook-addon-actions
ext-name,1,2894,0,0,26,https://github.com/kevva/ext-name
the-argv,1,3559,0,0,1,https://github.com/joakimbeng/the-argv
jasmine-ajax,3,48,0,2,543,https://github.com/jasmine/jasmine-ajax
js2xmlparser2,1,4061,0,0,2,https://github.com/jlipps/node-js2xmlparser
ionicons,3,4,1,42,17769,https://github.com/ionic-team/ionicons
postcss-font-family-system-ui,2,4,11,1,94,https://github.com/JLHwung/postcss-font-family-system-ui
node-balanced,1,3041,1,2,16,https://github.com/icodeforlove/node-balanced
appium-adb,7,14,2,2,292,https://github.com/appium/appium-adb
add-stream,1,3031,0,1,2,https://github.com/wilsonjackson/add-stream
safari-launcher,1,3663,0,0,18,https://github.com/snevesbarros/SafariLauncher
streamline,1,661,10,25,963,https://github.com/Sage/streamlinejs
isurl,1,1532,0,0,12,https://github.com/stevenvachon/isurl
passport-http,1,927,27,20,264,https://github.com/jaredhanson/passport-http
cache-swap,2,2011,1,1,1,https://github.com/jgable/cache-swap
is-os,1,2709,0,0,3,https://github.com/Jonahss/is-os
s3,1,1804,19,81,1002,https://github.com/andrewrk/node-s3-client
postcss-single-charset,1,2908,0,0,8,https://github.com/hail2u/postcss-single-charset
eslint-plugin-jasmine,1,208,36,39,97,https://github.com/tlvince/eslint-plugin-jasmine
applicationinsights,2,1,3,63,332,https://github.com/microsoft/ApplicationInsights-node.js
@kadira/storybook-addons,7,2906,0,2,3,https://github.com/kadirahq/storybook-addons
brace,1,821,8,69,1068,https://github.com/thlorenz/brace
pbf,28,262,5,9,826,https://github.com/mapbox/pbf
bs58,6,9,0,0,229,https://github.com/cryptocoinjs/bs58
react-error-overlay,5,84,100,0,103206,https://github.com/facebook/create-react-app
autoprefixer-loader,2,1871,1,2,217,https://github.com/passy/autoprefixer-loader
html-to-text,2,543,6,26,1651,https://github.com/html-to-text/node-html-to-text
@kadira/storybook-addon-links,7,2906,0,0,11,https://github.com/kadirahq/storybook-addon-links
get-size,1,1228,1,0,176,https://github.com/desandro/get-size
fullname,1,617,0,0,47,https://github.com/sindresorhus/fullname
vfile-reporter,1,127,0,0,38,https://github.com/vfile/vfile-reporter
toggle-selection,1,337,3,3,17,https://github.com/sudodoki/toggle-selection
apn,2,318,21,77,4414,https://github.com/node-apn/node-apn
auto-bind,1,1037,0,0,460,https://github.com/sindresorhus/auto-bind
optimize-css-assets-webpack-plugin,1,885,15,26,1147,https://github.com/NMFR/optimize-css-assets-webpack-plugin
react-responsive-mixin,1,3173,0,0,96,https://github.com/akiran/react-responsive-mixin
jison,1,939,23,77,4371,https://github.com/zaach/jison
rollup-plugin-json,4,1375,0,0,126,https://github.com/rollup/rollup-plugin-json
titleize,1,618,0,0,52,https://github.com/sindresorhus/titleize
rocambole-token,1,3682,0,1,5,https://github.com/millermedeiros/rocambole-token
grunt-contrib-jasmine,6,168,2,8,353,https://github.com/gruntjs/grunt-contrib-jasmine
home-dir,1,3762,0,0,9,https://github.com/scottcorgan/home-dir
atom-message-panel,1,2000,1,3,60,https://github.com/tcarlsen/atom-message-panel
teen_process,8,33,0,0,28,https://github.com/appium/node-teen_process
any-shell-escape,1,1768,2,2,13,https://github.com/boazy/any-shell-escape
passport-google-oauth,1,928,2,47,778,https://github.com/jaredhanson/passport-google-oauth
eslint-config-standard-react,15,602,0,0,458,https://github.com/standard/eslint-config-standard-react
cz-conventional-changelog,5,222,22,40,778,https://github.com/commitizen/cz-conventional-changelog
analytics-node,5,452,3,5,592,https://github.com/segmentio/analytics-node
extended,1,4057,0,0,4,https://github.com/doug-martin/extended
sequelize-cli,4,0,17,83,2556,https://github.com/sequelize/cli
is-extended,1,4355,3,3,3,https://github.com/doug-martin/is-extended
postcss-safe-parser,1,144,0,1,121,https://github.com/postcss/postcss-safe-parser
detective-es6,3,98,0,0,36,https://github.com/dependents/node-detective-es6
resolve-path,5,266,2,1,32,https://github.com/pillarjs/resolve-path
swagger-tools,1,1074,23,77,703,https://github.com/apigee-127/swagger-tools
array-extended,1,4056,0,1,8,https://github.com/doug-martin/array-extended
superagent-retry,3,761,5,5,85,https://github.com/segmentio/superagent-retry
arguments-extended,1,4355,0,0,2,https://github.com/doug-martin/arguments-extended
react-lazy-cache,1,2585,0,1,44,https://github.com/erikras/react-lazy-cache
modify-babel-preset,1,2502,1,3,86,https://github.com/developit/modify-babel-preset
tween-functions,1,3458,0,2,190,https://github.com/chenglou/tween-functions
loophole,6,955,1,1,38,https://github.com/atom/loophole
cli-spinner,1,2133,0,2,274,https://github.com/helloIAmPau/node-spinner
caller-id,1,869,1,5,41,https://github.com/pixelsandbytes/caller-id
@types/tapable,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
ibrik,1,927,4,15,79,https://github.com/Constellation/ibrik
downgrade-root,1,618,0,1,16,https://github.com/sindresorhus/downgrade-root
useref,1,1140,0,6,51,https://github.com/jonkemp/useref
@types/vinyl,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
jsdom-global,1,1785,9,21,478,https://github.com/rstacruz/jsdom-global
@types/uuid,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
isparta-loader,1,3008,3,7,116,https://github.com/deepsweet/isparta-loader
declare.js,1,2386,1,1,41,https://github.com/doug-martin/declare.js
node-statsd,3,1438,12,15,438,https://github.com/sivy/node-statsd
create-thenable,1,681,0,0,1,https://github.com/bendrucker/create-thenable
humanize-string,1,558,0,1,110,https://github.com/sindresorhus/humanize-string
extender,1,4057,0,0,63,https://github.com/doug-martin/extender
sb-event-kit,1,1421,2,2,10,https://github.com/steelbrain/event-kit
markdown,2,1870,15,85,7705,https://github.com/evilstreak/markdown-js
string.prototype.repeat,2,1575,1,1,27,https://github.com/mathiasbynens/String.prototype.repeat
npm-install-checks,7,31,0,0,27,https://github.com/npm/npm-install-checks
grunt-bump,3,2367,2,10,647,https://github.com/vojtajina/grunt-bump
ebnf-parser,1,1818,4,4,81,https://github.com/zaach/ebnf-parser
mathml-tag-names,1,82,0,0,6,https://github.com/wooorm/mathml-tag-names
object-extended,1,4355,0,1,1,https://github.com/doug-martin/object-extended
gulp-angular-filesort,2,2619,1,17,132,https://github.com/klei/gulp-angular-filesort
cli-list,2,75,3,0,10,https://github.com/SBoudrias/cli-list
jison-lex,1,918,8,12,58,https://github.com/zaach/jison-lex
string-extended,1,4057,0,1,1,https://github.com/doug-martin/string-extended
json-bigint,1,286,24,31,841,https://github.com/sidorares/json-bigint
yeoman-test,7,46,0,0,46,https://github.com/yeoman/yeoman-test
foxy,1,3335,0,4,18,https://github.com/shakyshane/foxy
file-url,1,404,0,1,61,https://github.com/sindresorhus/file-url
yeoman-doctor,8,33,4,9,63,https://github.com/yeoman/doctor
@types/handlebars,1,248,26,74,18238,https://github.com/wycats/handlebars.js
gulp-streamify,1,2012,1,0,59,https://github.com/nfroidure/gulp-streamify
mksnapshot,4,2262,0,2,22,https://github.com/electron/node-mksnapshot
from2,2,2160,2,8,132,https://github.com/hughsk/from2
chai-things,1,3112,16,19,105,https://github.com/RubenVerborgh/Chai-Things
chai-jquery,1,2005,23,11,372,https://github.com/chaijs/chai-jquery
vinyl-paths,1,1019,0,0,61,https://github.com/sindresorhus/vinyl-paths
node-simctl,7,14,1,2,67,https://github.com/appium/node-simctl
file-set,1,252,0,0,4,https://github.com/75lb/file-set
appium-chromedriver,7,3,1,2,73,https://github.com/appium/appium-chromedriver
babel-plugin-react-intl,5,2,15,21,14478,https://github.com/formatjs/formatjs
date-extended,1,3628,1,1,4,https://github.com/doug-martin/date-extended
ndarray-ops,5,1369,2,4,67,https://github.com/mikolalysenko/ndarray-ops
dom5,12,42,100,0,432,https://github.com/Polymer/tools
lodash.initial,2,148,28,72,60447,https://github.com/lodash/lodash
grunt-replace,1,1467,2,3,410,https://github.com/outaTiME/grunt-replace
swagger-ui,3,5,97,3,27328,https://github.com/swagger-api/swagger-ui
root-check,1,618,0,0,31,https://github.com/sindresorhus/root-check
req-from,1,1037,0,1,86,https://github.com/sindresorhus/req-from
react-moment-proptypes,2,1262,3,1,49,https://github.com/CalebMorris/react-moment-proptypes
typescript-formatter,1,1348,17,26,558,https://github.com/vvakame/typescript-formatter
oauth2orize,1,393,16,59,3494,https://github.com/jaredhanson/oauth2orize
loopback-datasource-juggler,7,2,11,21,277,https://github.com/loopbackio/loopback-datasource-juggler
ember-moment,10,317,4,26,399,https://github.com/adopted-ember-addons/ember-moment
default-uid,1,618,0,0,11,https://github.com/sindresorhus/default-uid
electron-osx-sign,2,2,5,30,593,https://github.com/electron-userland/electron-osx-sign
yeoman-character,6,109,0,0,21,https://github.com/yeoman/yeoman-character
waterline-sequel,1,2298,14,10,16,https://github.com/balderdashy/waterline-sequel
npm-cache-filename,7,1461,0,0,4,https://github.com/npm/npm-cache-filename
properties,1,533,9,12,132,https://github.com/gagle/node-properties
grunt-babel,4,857,15,7,437,https://github.com/babel/grunt-babel
react-native-navigation,7,2,12,88,13098,https://github.com/wix/react-native-navigation
inject-loader,1,889,14,7,484,https://github.com/plasticine/inject-loader
cvss,1,1031,6,3,12,https://github.com/aaronmccall/cvss
snapdragon-util,2,1732,1,0,17,https://github.com/here-be/snapdragon-util
bourbon-neat,5,2028,0,0,4403,https://github.com/thoughtbot/neat
glob-expand,1,3172,0,2,9,https://github.com/anodynos/node-glob-expand
unicode-trie,1,185,1,3,69,https://github.com/devongovett/unicode-trie
replaceall,1,3670,0,2,8,https://github.com/leecrossley/replaceall
table-parser,1,417,3,7,24,https://github.com/neekey/table-parser
faye,1,310,5,22,4397,https://github.com/faye/faye
lasso-package-root,4,3012,0,0,0,https://github.com/lasso-js/lasso-package-root
snapdragon-node,2,2359,0,0,25,https://github.com/here-be/snapdragon-node
composer-playground,2,1569,0,0,30,https://github.com/hyperledger/composer
mobx-react,4,4,14,52,27874,https://github.com/mobxjs/mobx
karma-qunit,5,157,0,1,51,https://github.com/karma-runner/karma-qunit
react-day-picker,2,0,5,5,6383,https://github.com/gpbl/react-day-picker
@angular/upgrade,2,1,100,0,97687,https://github.com/angular/angular
gulp-order,4,151,3,9,160,https://github.com/sirlantis/gulp-order
